año,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1973,11,10.9,14.2,7.6,22.0,-0.8,5.4,17.0,144.6,1.0,0.0,5.4
1973,12,7.3,9.9,4.8,15.0,-6.7,2.0,10.2,176.6,0.0,0.0,2.4
1974,1,10.3,13.6,7.0,19.8,2.2,6.8,12.1,65.3,0.0,0.0,3.5
1974,2,7.8,10.5,5.1,17.5,2.1,5.3,10.3,190.9,0.0,0.0,2.9
1974,3,9.4,12.5,6.2,21.2,0.0,6.5,11.0,207.2,1.0,0.0,3.3
1974,4,10.4,14.0,6.7,21.9,3.0,9.2,11.0,189.5,1.0,0.0,3.8
1974,5,12.9,16.6,9.2,29.4,4.4,10.0,16.0,111.6,0.0,0.0,4.8
1974,6,16.4,20.3,12.5,30.3,9.5,14.1,18.7,56.5,0.0,1.0,7.3
1974,7,17.6,21.0,14.1,31.0,12.0,16.7,16.5,103.1,0.0,1.0,4.8
1974,8,18.5,22.4,14.5,36.4,9.7,16.6,18.0,74.6,0.0,2.0,6.1
1974,9,16.3,19.7,12.8,29.5,7.2,13.7,21.8,178.9,0.0,0.0,4.3
1974,10,10.0,12.7,7.4,17.0,1.4,7.8,10.5,403.0,4.0,0.0,1.6
1974,11,11.1,13.8,8.4,18.5,4.0,8.4,15.6,187.7,2.0,0.0,2.5
1974,12,9.4,11.5,7.3,18.3,3.0,7.8,11.8,71.9,0.0,0.0,2.8
1975,1,9.6,12.3,6.9,18.5,2.0,5.4,12.8,92.8,0.0,0.0,3.0
1975,2,9.8,12.7,6.9,17.6,2.8,7.8,13.0,43.1,0.0,0.0,4.0
1975,3,7.6,10.3,4.8,18.0,-0.5,6.2,9.5,233.6,2.0,0.0,2.7
1975,4,9.6,12.4,6.8,23.4,0.0,6.9,13.0,151.8,1.0,0.0,2.7
1975,5,12.3,14.7,9.8,22.6,4.4,9.9,16.0,131.9,0.0,0.0,4.6
1975,6,16.0,18.8,13.2,27.6,8.4,13.2,17.6,27.6,0.0,0.0,5.6
1975,7,19.6,23.5,15.7,38.0,12.6,18.6,19.0,16.0,0.0,2.0,8.9
1975,8,20.1,23.5,16.8,35.6,13.0,17.8,20.6,102.2,1.0,3.0,6.3
1975,9,17.6,21.0,14.2,27.6,9.0,14.2,17.2,96.4,0.0,0.0,4.7
1975,10,14.8,17.9,11.7,26.8,3.0,6.2,17.4,87.0,1.0,0.0,4.0
1975,11,9.9,12.8,7.0,20.6,1.6,7.0,14.4,284.4,2.0,0.0,2.7
1975,12,5.9,8.5,3.4,13.8,-1.0,3.0,8.6,96.8,0.0,0.0,1.8
1976,1,6.7,9.0,4.5,18.0,-1.6,1.6,7.6,91.5,0.0,0.0,2.9
1976,2,8.9,11.3,6.5,16.8,0.0,3.8,10.0,163.1,1.0,0.0,3.0
1976,3,9.1,12.5,5.8,20.4,0.2,7.2,9.4,115.7,0.0,0.0,4.1
1976,4,9.2,11.8,6.7,19.2,3.0,7.2,11.0,186.5,2.0,0.0,3.7
1976,5,13.6,16.9,10.2,26.8,5.8,11.8,13.6,67.6,0.0,0.0,6.6
1976,6,18.7,22.2,15.3,29.4,10.2,15.4,20.0,15.3,0.0,0.0,7.5
1976,7,19.9,23.5,16.3,33.4,13.4,18.0,19.4,170.3,2.0,1.0,8.3
1976,8,19.8,23.4,16.2,30.8,13.6,19.2,21.2,81.5,1.0,1.0,7.0
1976,9,16.9,20.7,13.1,28.4,9.4,15.4,18.0,121.1,0.0,0.0,5.0
1976,10,13.9,16.9,10.9,27.2,7.0,10.8,21.2,247.0,1.0,0.0,3.7
1976,11,9.2,12.1,6.4,16.8,0.6,7.0,11.6,136.0,1.0,0.0,3.2
1976,12,8.5,11.2,5.8,16.4,-2.2,4.0,11.4,171.3,1.0,0.0,2.8
1977,1,7.2,9.7,4.6,18.8,-0.6,2.2,10.6,75.0,0.0,0.0,2.2
1977,2,11.0,14.2,7.8,20.2,3.0,8.6,13.0,104.1,1.0,0.0,2.9
1977,3,12.0,16.1,7.9,25.4,2.4,6.4,16.4,107.9,1.0,0.0,5.3
1977,4,10.2,13.3,7.1,21.4,0.4,7.6,11.4,118.2,0.0,0.0,4.2
1977,5,11.8,14.5,9.1,19.8,4.4,11.0,12.6,227.3,1.0,0.0,3.3
1977,6,14.4,17.4,11.3,24.4,7.2,12.2,13.0,190.6,2.0,0.0,5.9
1977,7,16.6,19.3,14.0,26.6,11.0,16.2,16.0,165.3,0.0,0.0,4.8
1977,8,16.8,19.7,13.8,25.4,9.4,16.2,17.4,204.5,2.0,0.0,5.4
1977,9,16.7,19.9,13.4,31.0,7.6,14.0,16.8,9.2,0.0,1.0,5.1
1977,10,15.6,18.7,12.5,23.2,8.0,13.6,18.4,91.7,0.0,0.0,3.7
1977,11,10.2,12.9,7.5,23.6,-1.8,3.6,16.0,285.3,3.0,0.0,3.7
1977,12,10.7,13.7,7.7,21.2,0.2,4.2,14.6,99.2,1.0,0.0,2.4
1978,1,6.5,9.3,3.8,14.2,-0.4,2.6,9.0,321.8,2.0,0.0,2.0
1978,2,9.5,12.3,6.7,20.6,-1.0,2.6,14.0,151.3,0.0,0.0,1.8
1978,3,9.3,12.3,6.2,23.2,1.6,7.0,9.2,189.2,2.0,0.0,3.2
1978,4,9.3,12.5,6.1,21.6,2.4,8.0,11.0,206.1,1.0,0.0,3.7
1978,5,12.2,14.8,9.6,24.4,6.4,9.8,13.4,138.0,2.0,0.0,3.6
1978,6,14.8,17.8,11.7,28.0,8.6,14.6,14.6,128.3,0.0,0.0,4.8
1978,7,16.7,19.7,13.7,24.8,9.4,15.2,18.0,85.7,0.0,0.0,7.3
1978,8,17.7,20.8,14.6,30.6,11.4,15.0,18.0,90.8,2.0,1.0,6.6
1978,9,17.3,20.5,14.2,24.8,10.6,14.6,18.0,66.3,1.0,0.0,5.3
1978,10,14.5,17.2,11.9,26.6,7.0,11.6,20.4,44.6,0.0,0.0,3.8
1978,11,10.8,13.7,7.9,20.0,0.0,4.2,14.4,72.6,1.0,0.0,4.9
1978,12,10.9,14.0,7.8,21.0,-0.6,3.6,15.6,135.1,1.0,0.0,2.4
1979,1,7.7,10.5,4.8,14.6,-1.4,4.4,8.6,391.5,5.0,0.0,
1979,2,8.5,11.4,5.7,20.4,-2.8,2.8,12.0,145.9,1.0,0.0,2.2
1979,3,9.0,12.2,5.8,20.4,1.4,7.0,13.0,209.8,1.0,0.0,3.4
1979,4,9.7,12.2,7.2,19.6,2.4,8.0,12.8,270.4,2.0,0.0,2.4
1979,5,12.9,16.4,9.3,28.8,5.4,10.0,19.6,117.8,0.0,0.0,5.8
1979,6,15.5,18.1,12.8,25.2,10.2,13.6,16.2,99.8,0.0,0.0,4.9
1979,7,18.1,21.1,15.1,29.8,11.2,17.4,18.2,87.1,1.0,0.0,
1979,8,17.6,20.6,14.7,26.0,11.6,15.4,18.0,139.5,1.0,0.0,
1979,9,17.4,20.3,14.6,30.0,8.6,12.4,18.0,109.7,0.0,1.0,
1979,10,15.4,18.6,12.1,27.4,7.2,10.4,17.0,164.8,0.0,0.0,
1979,11,10.0,12.9,7.2,23.0,0.4,5.8,15.8,311.8,5.0,0.0,3.7
1979,12,10.2,13.2,7.3,22.0,-1.6,3.0,13.0,158.2,1.0,0.0,3.2
1980,1,7.1,10.1,4.1,18.0,-4.6,-0.8,10.0,148.7,0.0,0.0,2.3
1980,2,9.9,13.0,6.7,19.8,2.4,6.6,10.8,57.8,0.0,0.0,3.4
1980,3,8.7,11.9,5.5,26.2,1.0,4.6,14.4,187.9,1.0,0.0,2.2
1980,4,9.6,12.5,6.8,21.0,3.0,8.6,11.6,47.0,0.0,0.0,3.6
1980,5,11.8,14.7,9.0,27.0,6.4,10.2,15.4,263.1,3.0,0.0,2.3
1980,6,15.0,18.4,11.7,30.0,8.2,13.2,15.4,96.5,1.0,1.0,4.7
1980,7,16.4,20.1,12.8,33.0,10.4,15.4,17.6,81.9,0.0,2.0,6.2
1980,8,19.0,22.1,15.9,29.0,13.0,18.8,19.6,54.7,0.0,0.0,6.1
1980,9,18.6,22.1,15.0,30.4,12.6,17.4,18.8,132.9,1.0,1.0,5.0
1980,10,14.5,17.7,11.3,26.4,4.4,11.6,18.0,268.0,3.0,0.0,3.1
1980,11,10.8,14.3,7.4,25.2,-1.0,3.2,14.4,123.1,1.0,0.0,4.0
1980,12,7.0,9.7,4.2,18.6,-2.6,0.8,10.4,257.1,2.0,0.0,3.2
1981,1,6.9,9.1,4.6,16.0,-0.6,1.8,8.2,293.5,2.0,0.0,2.5
1981,2,6.8,9.6,3.9,15.2,-1.8,1.2,8.2,102.8,0.0,0.0,3.9
1981,3,12.6,16.5,8.7,24.6,1.6,8.2,16.6,110.8,0.0,0.0,3.8
1981,4,10.7,13.8,7.7,21.4,2.4,8.4,16.0,128.6,1.0,0.0,3.3
1981,5,13.6,17.4,9.8,29.0,6.2,9.8,19.0,95.1,0.0,0.0,5.3
1981,6,16.4,20.1,12.7,29.0,8.6,14.6,17.0,61.7,0.0,0.0,7.6
1981,7,17.0,20.3,13.7,35.0,11.0,16.4,19.4,128.8,1.0,3.0,5.3
1981,8,19.1,22.0,16.1,33.8,13.8,18.0,19.8,99.4,1.0,1.0,6.1
1981,9,17.9,21.6,14.3,30.4,8.6,15.4,21.0,119.4,0.0,1.0,5.0
1981,10,14.7,18.1,11.3,26.0,6.2,10.8,16.0,294.4,1.0,0.0,3.2
1981,11,11.6,14.5,8.8,20.6,3.0,8.4,13.0,32.6,0.0,0.0,4.8
1981,12,9.1,11.8,6.5,19.0,0.4,6.2,11.2,335.4,1.0,0.0,1.1
1982,1,10.6,12.9,8.2,19.6,1.8,5.6,14.4,112.2,1.0,0.0,1.8
1982,2,9.4,12.0,6.8,17.8,3.0,7.0,11.0,151.7,0.0,0.0,2.8
1982,3,8.8,11.6,6.1,20.4,3.6,7.8,10.2,194.2,1.0,0.0,4.4
1982,4,10.5,13.4,7.6,23.4,2.8,8.8,14.0,7.9,0.0,0.0,5.7
1982,5,14.0,17.6,10.4,30.0,3.0,10.8,18.4,73.5,0.0,1.0,5.9
1982,6,17.4,21.3,13.5,33.2,10.6,16.4,15.4,69.5,0.0,1.0,5.0
1982,7,19.1,22.3,15.9,37.6,13.0,16.0,18.6,66.1,0.0,3.0,5.0
1982,8,18.0,20.9,15.1,32.6,12.0,16.6,17.8,123.6,1.0,1.0,4.3
1982,9,19.2,22.7,15.6,29.8,11.2,16.8,21.8,62.6,0.0,0.0,5.5
1982,10,14.4,17.4,11.4,24.6,6.8,11.6,15.4,323.4,2.0,0.0,2.5
1982,11,11.7,14.3,9.2,22.8,2.2,5.6,16.2,189.5,2.0,0.0,3.0
1982,12,8.4,10.9,6.0,17.2,0.4,6.2,12.0,278.1,3.0,0.0,
1983,1,9.2,12.2,6.3,18.6,-1.0,4.2,11.6,48.7,0.0,0.0,3.0
1983,2,6.8,9.5,4.1,17.6,-5.0,-0.2,12.4,160.2,0.0,0.0,2.3
1983,3,9.6,12.5,6.6,22.0,2.8,8.2,10.6,135.1,0.0,0.0,2.5
1983,4,11.9,15.9,7.9,23.8,4.0,8.4,16.4,124.8,0.0,0.0,3.8
1983,5,12.8,16.4,9.3,27.2,6.0,9.2,15.0,112.4,0.0,0.0,3.9
1983,6,16.9,20.2,13.7,31.4,10.6,15.8,16.4,80.1,0.0,2.0,5.2
1983,7,20.0,22.6,17.5,30.8,13.4,18.6,19.0,138.7,1.0,3.0,2.5
1983,8,18.8,21.1,16.5,29.2,13.8,18.4,18.6,337.0,6.0,0.0,4.1
1983,9,18.6,22.2,15.1,31.2,10.0,16.6,25.2,36.9,0.0,3.0,5.7
1983,10,15.6,19.1,12.1,28.6,6.0,10.4,18.8,86.6,1.0,0.0,4.4
1983,11,14.2,16.6,11.8,20.6,5.0,10.2,17.0,50.5,0.0,0.0,2.1
1983,12,9.3,12.0,6.7,21.2,0.4,6.6,14.4,54.0,0.0,0.0,2.8
1984,1,8.2,10.6,5.7,15.2,0.0,5.4,8.6,299.6,2.0,0.0,2.0
1984,2,6.2,8.4,3.9,13.6,-0.6,3.6,9.4,196.2,2.0,0.0,2.1
1984,3,7.4,10.4,4.3,16.6,-1.0,4.4,8.4,69.8,0.0,0.0,4.0
1984,4,12.6,15.8,9.4,27.4,2.2,8.0,17.6,62.1,0.0,0.0,6.8
1984,5,10.5,13.4,7.7,19.4,4.6,10.0,9.6,229.6,2.0,0.0,2.4
1984,6,15.6,18.8,12.5,28.0,6.6,12.6,18.0,68.1,0.0,0.0,4.8
1984,7,18.8,22.2,15.4,33.2,12.4,18.2,18.0,25.3,0.0,3.0,6.7
1984,8,18.3,21.3,15.4,31.8,13.6,18.2,18.8,120.8,1.0,2.0,4.4
1984,9,16.6,19.6,13.6,32.0,9.8,14.4,19.4,167.6,0.0,1.0,3.8
1984,10,14.6,17.8,11.3,24.0,7.8,13.6,15.0,142.0,1.0,0.0,4.0
1984,11,12.4,14.9,9.8,21.8,4.4,9.4,16.6,221.7,2.0,0.0,2.0
1984,12,8.6,11.4,5.9,17.6,-1.6,4.6,10.6,162.0,1.0,0.0,2.7
1985,1,4.0,7.0,1.1,15.4,-10.0,-3.5,11.4,141.8,0.0,0.0,1.2
1985,2,10.7,14.0,7.4,20.4,0.6,6.6,14.4,63.6,0.0,0.0,3.9
1985,3,7.5,10.4,4.6,18.0,0.4,5.4,11.4,218.9,0.0,0.0,1.8
1985,4,11.5,15.1,7.9,26.6,4.8,10.2,12.8,84.3,0.0,0.0,4.4
1985,5,12.3,15.3,9.2,28.0,2.8,9.0,16.6,253.2,3.0,0.0,2.7
1985,6,16.3,19.2,13.3,26.4,10.0,14.0,17.6,59.6,0.0,0.0,4.7
1985,7,19.1,22.1,16.0,34.0,14.0,18.0,19.4,79.1,0.0,2.0,4.4
1985,8,18.0,21.4,14.7,28.8,10.8,17.2,17.4,92.3,1.0,0.0,5.9
1985,9,19.4,23.0,15.7,31.0,11.0,18.0,19.6,3.5,0.0,2.0,5.9
1985,10,15.9,19.1,12.8,30.0,7.8,13.6,18.4,93.1,1.0,2.0,5.3
1985,11,8.3,11.3,5.3,24.6,-3.0,3.0,16.4,166.5,2.0,0.0,2.9
1985,12,9.9,12.6,7.2,21.6,-3.6,1.2,18.0,96.9,0.0,0.0,3.9
1986,1,7.9,10.3,5.6,15.0,1.4,5.4,9.2,303.4,1.0,0.0,1.8
1986,2,6.9,9.5,4.4,18.0,-5.8,0.0,11.6,128.1,0.0,0.0,2.7
1986,3,9.5,12.8,6.3,20.6,2.0,8.0,11.0,111.1,0.0,0.0,4.1
1986,4,7.3,10.2,4.4,17.0,-0.4,4.6,7.8,332.5,2.0,0.0,2.9
1986,5,13.7,17.6,9.9,29.0,4.4,11.6,13.6,65.5,0.0,0.0,6.3
1986,6,15.7,18.6,12.7,32.2,8.6,13.0,15.6,107.8,1.0,1.0,5.6
1986,7,17.9,20.5,15.3,34.0,13.6,18.0,17.4,15.3,0.0,1.0,6.1
1986,8,18.0,21.4,14.5,32.4,10.0,15.2,18.0,104.9,1.0,1.0,7.0
1986,9,17.3,20.0,14.6,30.0,11.6,14.6,20.0,156.1,2.0,1.0,5.4
1986,10,15.4,18.1,12.8,23.4,6.2,11.8,16.4,63.9,0.0,0.0,3.9
1986,11,11.2,14.1,8.3,18.8,2.6,8.8,13.8,150.6,2.0,0.0,4.7
1986,12,9.5,12.1,6.9,18.0,0.2,4.2,12.6,193.4,0.0,0.0,2.8
1987,1,5.8,8.6,2.9,18.0,-3.8,0.0,12.2,122.1,0.0,0.0,2.7
1987,2,7.6,10.1,5.1,20.4,-3.0,1.0,12.2,221.2,2.0,0.0,2.1
1987,3,9.5,12.6,6.4,19.8,1.6,6.8,11.6,103.0,0.0,0.0,4.5
1987,4,13.4,17.1,9.8,26.0,4.6,10.4,17.4,104.1,0.0,0.0,6.8
1987,5,12.6,15.6,9.6,26.2,4.6,10.0,12.6,48.5,0.0,0.0,5.3
1987,6,15.3,18.4,12.2,29.0,8.6,12.0,16.8,135.8,1.0,0.0,6.6
1987,7,18.1,20.3,15.8,26.6,12.4,16.0,18.4,81.1,0.0,0.0,4.5
1987,8,19.2,22.3,16.1,32.0,12.4,18.4,19.0,77.4,0.0,2.0,5.9
1987,9,20.2,24.1,16.4,35.0,10.0,15.4,23.0,36.8,0.0,6.0,6.9
1987,10,15.7,19.2,12.2,23.6,7.4,12.4,17.4,215.0,2.0,0.0,2.9
1987,11,10.8,13.5,8.0,20.2,0.6,6.2,13.4,221.1,2.0,0.0,3.3
1987,12,11.3,13.8,8.7,21.6,1.0,4.6,17.2,43.5,1.0,0.0,3.4
1988,1,10.3,13.1,7.5,17.6,4.0,9.0,12.6,275.9,1.0,0.0,2.7
1988,2,8.4,11.2,5.5,17.6,-1.0,3.0,11.6,146.9,0.0,0.0,4.6
1988,3,8.9,12.0,5.9,24.6,-1.0,4.6,11.0,159.3,0.0,0.0,4.1
1988,4,12.0,14.9,9.0,23.8,6.0,9.6,14.0,123.3,1.0,0.0,4.3
1988,5,14.3,17.2,11.4,26.0,9.2,11.2,14.4,123.0,0.0,0.0,5.2
1988,6,16.3,19.0,13.6,24.6,9.6,14.4,17.2,105.1,0.0,0.0,5.4
1988,7,17.8,21.2,14.4,26.0,12.2,17.4,17.6,110.0,0.0,0.0,7.9
1988,8,18.8,21.7,16.0,32.8,11.0,17.6,18.4,92.3,0.0,1.0,4.5
1988,9,17.2,20.4,14.0,34.0,8.6,14.2,23.6,55.9,0.0,1.0,5.2
1988,10,16.7,19.8,13.5,26.8,8.8,14.0,19.2,35.2,0.0,0.0,5.7
1988,11,12.5,15.5,9.5,21.6,-3.4,2.6,16.4,15.5,0.0,0.0,6.3
1988,12,8.0,10.5,5.6,15.0,0.2,4.4,10.0,108.4,1.0,0.0,3.2
1989,1,8.3,11.0,5.6,16.6,-1.4,2.8,8.6,47.8,0.0,0.0,5.2
1989,2,9.8,12.9,6.8,22.6,1.4,7.0,14.0,138.8,0.0,0.0,5.3
1989,3,11.7,15.1,8.3,26.2,3.6,9.4,17.6,76.5,0.0,0.0,5.3
1989,4,9.6,12.8,6.5,19.2,2.8,7.2,11.2,250.5,1.0,0.0,4.4
1989,5,16.8,20.0,13.5,28.4,7.8,13.0,17.2,80.6,1.0,0.0,7.8
1989,6,17.4,20.5,14.4,28.6,9.0,14.6,17.6,35.8,0.0,0.0,8.7
1989,7,20.2,23.3,17.1,35.4,13.6,18.6,20.2,84.9,1.0,3.0,7.3
1989,8,19.7,22.5,16.9,26.8,13.6,20.0,19.2,66.8,0.0,0.0,7.1
1989,9,17.5,20.7,14.3,29.2,9.6,14.6,18.0,105.1,1.0,0.0,7.9
1989,10,16.5,19.6,13.5,27.0,8.4,14.0,19.0,35.5,0.0,0.0,6.3
1989,11,13.9,16.5,11.2,21.4,5.4,11.4,16.0,144.3,2.0,0.0,3.4
1989,12,13.4,15.9,10.9,21.6,7.4,11.4,16.2,22.1,0.0,0.0,4.2
1990,1,9.2,12.2,6.3,17.8,2.6,7.4,9.6,176.5,1.0,0.0,4.4
1990,2,13.1,16.3,9.8,25.0,4.4,11.6,15.2,55.6,0.0,0.0,4.6
1990,3,11.9,15.3,8.4,28.0,-0.2,8.0,15.6,37.1,0.0,0.0,6.7
1990,4,10.0,12.6,7.4,24.0,3.6,8.4,13.2,271.1,1.0,0.0,3.5
1990,5,16.5,19.6,13.4,28.6,10.4,13.8,16.6,113.5,1.0,0.0,7.2
1990,6,16.3,19.2,13.4,26.0,11.0,14.8,16.8,122.9,0.0,0.0,4.8
1990,7,19.7,23.2,16.3,32.6,11.4,17.6,21.6,68.2,0.0,3.0,8.7
1990,8,20.5,23.8,17.2,31.2,11.4,18.8,20.8,69.0,1.0,1.0,8.3
1990,9,18.7,21.8,15.6,29.6,11.4,16.6,18.2,77.3,1.0,0.0,6.6
1990,10,15.9,19.3,12.5,25.8,8.0,12.8,19.4,160.6,1.0,0.0,5.3
1990,11,10.0,12.3,7.8,17.8,1.8,5.6,14.4,238.7,2.0,0.0,2.5
1990,12,5.7,8.3,3.1,19.2,-1.4,1.8,14.0,203.5,3.0,0.0,3.2
1991,1,7.6,10.2,4.9,18.4,-1.4,4.0,15.8,90.1,0.0,0.0,3.0
1991,2,7.4,10.2,4.6,19.4,-1.2,3.4,12.4,59.4,0.0,0.0,3.8
1991,3,11.3,14.1,8.5,22.6,5.0,8.2,13.6,105.6,1.0,0.0,3.8
1991,4,9.5,12.6,6.3,24.8,2.6,8.4,10.4,207.2,1.0,0.0,5.4
1991,5,12.1,14.5,9.7,29.8,4.2,9.2,16.2,125.4,1.0,0.0,4.8
1991,6,15.3,18.0,12.6,24.8,9.0,15.0,16.2,37.8,0.0,0.0,6.3
1991,7,18.7,21.8,15.6,35.4,11.4,15.4,18.0,70.5,0.0,1.0,5.5
1991,8,20.6,23.7,17.4,35.8,14.2,18.8,20.0,40.5,0.0,3.0,7.2
1991,9,19.5,22.9,16.2,29.6,11.2,16.0,20.8,204.2,3.0,0.0,6.2
1991,10,12.6,15.5,9.6,19.8,3.4,9.0,13.8,139.3,0.0,0.0,4.0
1991,11,11.0,13.7,8.4,20.4,1.0,7.2,15.6,241.7,1.0,0.0,2.7
1991,12,8.8,11.2,6.4,16.2,2.0,6.0,9.7,36.4,0.0,0.0,4.3
1992,1,6.3,8.7,3.8,16.8,-3.0,3.0,8.8,66.6,1.0,0.0,3.1
1992,2,8.6,11.4,5.7,17.8,0.6,5.6,12.4,50.2,0.0,0.0,5.2
1992,3,9.1,11.6,6.5,18.0,2.4,6.6,10.4,115.5,0.0,0.0,3.1
1992,4,10.5,13.2,7.8,22.4,4.2,8.4,11.6,115.3,0.0,0.0,3.8
1992,5,16.0,19.8,12.2,30.0,6.2,10.0,21.6,85.9,0.0,1.0,7.6
1992,6,14.5,17.2,11.9,29.4,8.8,12.4,15.6,178.4,1.0,0.0,4.2
1992,7,19.1,22.2,15.9,33.4,12.0,15.8,20.4,87.6,0.0,2.0,6.3
1992,8,20.0,23.4,16.5,32.2,11.8,16.8,20.0,169.0,2.0,2.0,6.1
1992,9,17.1,20.6,13.7,30.0,9.2,15.6,16.6,122.3,1.0,1.0,5.1
1992,10,12.1,14.4,9.8,18.4,6.2,9.8,13.6,360.1,3.0,0.0,2.0
1992,11,13.4,16.1,10.7,22.4,7.4,11.2,15.0,118.2,0.0,0.0,3.1
1992,12,9.4,11.6,7.2,20.0,1.8,6.2,12.0,199.6,3.0,0.0,2.2
1993,1,10.3,13.0,7.7,19.0,2.4,6.0,15.0,5.5,0.0,0.0,4.3
1993,2,8.0,10.4,5.5,16.6,-2.4,2.6,10.6,42.0,0.0,0.0,5.0
1993,3,9.9,13.0,6.8,23.6,-2.0,2.4,12.4,57.6,0.0,0.0,5.2
1993,4,11.3,14.8,7.8,25.4,4.0,8.6,14.6,176.3,1.0,0.0,4.9
1993,5,14.7,18.2,11.2,27.8,7.0,11.0,15.2,94.4,0.0,0.0,6.1
1993,6,16.7,19.3,14.0,29.2,10.6,15.4,16.6,102.6,1.0,0.0,5.5
