año,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1993,7,17.2,19.8,14.6,31.6,10.0,15.6,17.2,115.5,1.0,1.0,6.5
1993,8,19.5,22.5,16.5,34.2,12.2,16.2,23.4,95.3,1.0,3.0,6.5
1993,9,16.3,19.3,13.3,27.2,8.6,14.0,16.4,221.9,3.0,0.0,5.0
1993,10,13.3,16.2,10.5,24.2,4.8,7.0,15.0,110.5,0.0,0.0,3.9
1993,11,10.2,13.0,7.4,20.2,2.0,8.0,14.2,108.9,0.0,0.0,4.0
1993,12,10.4,13.0,7.7,18.2,3.8,8.4,13.0,233.6,3.0,0.0,2.2
1994,1,8.0,10.5,5.4,18.2,-2.6,3.2,10.8,160.5,1.0,0.0,2.7
1994,2,9.5,12.7,6.2,24.0,0.4,5.0,13.6,159.4,1.0,0.0,3.9
1994,3,11.3,13.9,8.6,21.4,4.8,9.6,14.2,92.0,1.0,0.0,4.9
1994,4,9.8,12.6,7.1,24.6,2.2,7.0,13.6,266.1,3.0,0.0,4.4
1994,5,14.7,18.5,10.8,26.6,6.6,12.8,14.8,108.1,0.0,0.0,6.6
1994,6,16.7,20.0,13.4,33.6,10.4,15.4,17.4,121.4,2.0,1.0,7.7
1994,7,19.6,22.0,17.1,32.6,14.4,18.6,19.2,62.5,0.0,2.0,5.3
1994,8,20.2,22.8,17.5,29.6,14.6,18.4,20.2,54.6,0.0,0.0,4.1
1994,9,16.2,19.0,13.3,27.6,9.8,13.0,18.2,262.5,2.0,0.0,4.7
1994,10,15.4,18.1,12.7,22.8,7.4,12.8,18.2,185.6,2.0,0.0,4.7
1994,11,13.3,15.7,10.9,21.0,7.6,10.4,16.2,81.6,0.0,0.0,3.4
1994,12,10.3,12.3,8.2,18.8,0.4,3.6,14.8,194.2,2.0,0.0,2.3
1995,1,8.6,11.4,5.9,18.0,-1.4,4.6,12.4,216.1,1.0,0.0,3.3
1995,2,10.4,13.7,7.0,20.0,2.0,7.0,11.4,144.2,1.0,0.0,4.2
1995,3,9.6,12.5,6.6,20.6,2.8,8.4,11.6,142.8,1.0,0.0,5.3
1995,4,10.6,13.3,7.8,25.6,2.8,6.6,11.0,62.1,0.0,0.0,6.3
1995,5,15.4,18.7,12.1,28.2,5.4,11.2,18.4,116.8,1.0,0.0,6.6
1995,6,16.2,18.8,13.7,26.6,10.8,15.2,17.2,18.1,0.0,0.0,7.6
1995,7,20.2,23.4,16.9,36.2,13.2,18.0,19.8,110.7,0.0,3.0,6.8
1995,8,19.6,21.9,17.4,27.8,12.0,19.0,19.8,113.4,1.0,0.0,5.9
1995,9,16.0,18.9,13.0,27.4,9.6,14.6,16.6,186.2,1.0,0.0,5.3
1995,10,18.4,21.9,15.0,27.2,8.8,13.8,20.6,19.0,0.0,0.0,5.9
1995,11,12.5,15.6,9.3,22.2,3.2,9.6,15.4,64.2,0.0,0.0,4.8
1995,12,10.0,12.6,7.5,18.4,-2.0,1.2,14.6,118.0,0.0,0.0,2.4
1996,1,11.5,14.0,9.0,17.4,5.0,10.4,13.0,82.5,1.0,0.0,3.7
1996,2,6.6,9.4,3.7,15.2,-3.2,2.0,8.2,247.5,2.0,0.0,2.6
1996,3,10.4,13.4,7.4,23.8,1.4,6.6,17.8,70.7,0.0,0.0,6.6
1996,4,11.6,14.7,8.6,22.6,1.6,7.6,14.6,77.0,0.0,0.0,6.2
1996,5,13.9,17.5,10.4,33.2,6.2,12.4,15.8,90.5,0.0,1.0,7.7
1996,6,17.6,20.4,14.9,32.4,10.4,14.4,20.4,74.0,0.0,2.0,6.6
1996,7,18.9,21.4,16.3,35.0,12.4,17.2,19.6,84.8,0.0,1.0,7.2
1996,8,18.4,20.8,15.9,29.6,13.0,17.4,18.2,197.3,1.0,0.0,4.8
1996,9,16.1,18.9,13.2,27.0,10.2,15.8,16.2,77.7,0.0,0.0,6.7
1996,10,14.8,17.5,12.1,27.8,7.6,11.6,18.2,143.9,1.0,0.0,5.9
1996,11,10.6,13.2,8.0,19.6,1.6,6.4,12.6,289.7,3.0,0.0,2.3
1996,12,8.9,11.0,6.8,16.6,-2.4,2.2,13.2,167.1,2.0,0.0,2.8
1997,1,8.7,11.0,6.4,17.8,0.4,5.0,11.0,141.0,1.0,0.0,3.4
1997,2,12.0,15.5,8.4,22.2,2.6,9.0,13.0,18.4,0.0,0.0,5.1
1997,3,12.0,15.2,8.8,24.4,5.4,11.2,13.4,32.9,0.0,0.0,7.0
1997,4,12.3,15.3,9.3,22.2,5.8,10.8,14.8,70.1,1.0,0.0,8.2
1997,5,16.2,20.2,12.3,27.4,4.8,11.2,18.4,263.3,2.0,0.0,6.1
1997,6,16.9,20.3,13.6,30.6,9.4,13.8,19.6,256.9,3.0,1.0,6.5
1997,7,17.8,20.0,15.6,25.6,11.4,14.4,18.8,187.7,2.0,0.0,5.0
1997,8,20.9,23.9,17.9,30.2,14.0,18.2,21.4,134.8,1.0,1.0,6.0
1997,9,19.2,22.2,16.1,28.8,11.0,16.6,20.4,108.6,1.0,0.0,6.8
1997,10,17.5,20.4,14.6,27.2,7.0,11.4,20.0,67.4,0.0,0.0,5.2
1997,11,12.4,15.1,9.7,20.4,6.0,10.4,14.6,276.4,3.0,0.0,3.0
1997,12,9.4,12.2,6.7,18.2,-0.4,2.0,11.6,176.0,0.0,0.0,2.8
1998,1,9.9,12.6,7.2,19.2,-1.8,4.6,13.4,64.6,0.0,0.0,4.7
1998,2,11.1,14.0,8.2,21.6,1.6,8.0,16.4,46.9,0.0,0.0,5.7
1998,3,11.1,14.2,8.0,22.8,4.2,9.0,17.8,57.8,0.0,0.0,5.5
1998,4,11.0,14.8,7.3,24.6,2.0,7.6,12.8,229.4,2.0,0.0,4.4
1998,5,14.6,17.5,11.8,26.8,8.2,10.2,19.6,93.2,1.0,0.0,5.1
1998,6,17.1,20.4,13.7,35.2,9.8,14.0,21.2,85.0,0.0,2.0,6.5
1998,7,18.4,21.2,15.6,33.6,13.4,17.6,18.2,89.2,0.0,1.0,6.7
1998,8,19.8,22.7,16.8,34.0,11.6,18.2,21.0,74.0,1.0,3.0,6.5
1998,9,18.4,21.8,15.0,30.8,11.0,16.0,18.2,128.6,0.0,1.0,5.9
1998,10,14.1,17.0,11.1,23.8,8.0,12.6,16.6,386.9,4.0,0.0,4.4
1998,11,9.9,12.5,7.3,21.6,-0.5,5.8,15.2,191.4,0.0,0.0,3.8
1998,12,8.9,11.4,6.5,18.6,1.0,4.6,12.8,90.3,0.0,0.0,3.7
1999,1,9.3,11.8,6.8,21.0,-2.2,1.8,15.6,127.9,0.0,0.0,4.0
1999,2,6.9,9.0,4.8,17.0,-1.6,2.8,10.0,135.1,0.0,0.0,2.2
1999,3,10.4,13.2,7.5,24.2,0.2,6.0,12.8,167.5,1.0,0.0,4.0
1999,4,12.1,15.4,8.8,22.6,2.4,8.8,13.6,109.7,0.0,0.0,5.3
1999,5,16.1,19.8,12.3,30.8,10.0,12.6,15.2,140.8,0.0,1.0,5.6
1999,6,16.4,19.3,13.5,27.6,11.0,13.6,16.2,54.2,0.0,0.0,6.3
1999,7,19.3,21.9,16.7,32.0,14.6,18.8,18.4,53.2,0.0,1.0,6.2
1999,8,20.2,23.2,17.3,27.8,15.6,19.4,19.6,66.2,0.0,0.0,6.8
1999,9,19.7,23.4,16.1,31.0,12.4,17.6,20.6,139.3,2.0,1.0,5.5
1999,10,15.8,18.7,12.8,27.6,6.8,14.4,19.4,49.9,0.0,0.0,4.8
1999,11,8.9,11.3,6.5,22.8,-0.8,2.2,19.2,185.6,1.0,0.0,3.4
1999,12,8.5,11.5,5.6,18.4,-0.4,6.6,11.4,198.9,2.0,0.0,2.5
2000,1,6.8,9.0,4.5,16.8,-1.6,3.0,9.2,19.4,0.0,0.0,3.5
2000,2,10.2,12.9,7.5,19.6,3.6,8.6,14.4,111.3,0.0,0.0,3.0
2000,3,9.3,12.0,6.7,17.4,2.4,7.2,12.4,131.3,1.0,0.0,4.7
2000,4,11.9,15.5,8.2,25.0,3.4,8.8,14.0,197.9,1.0,0.0,4.7
2000,5,15.6,19.0,12.3,26.0,9.4,15.6,15.0,92.3,0.0,0.0,5.9
2000,6,17.7,21.1,14.3,32.6,11.0,14.4,20.4,67.9,0.0,4.0,6.7
2000,7,18.7,22.0,15.4,33.4,12.2,16.6,18.3,171.5,1.0,2.0,7.9
2000,8,19.5,22.6,16.4,31.2,13.2,18.6,19.2,116.5,0.0,1.0,6.7
2000,9,18.5,21.7,15.2,31.2,10.6,15.0,19.4,82.1,0.0,1.0,6.7
2000,10,14.2,17.0,11.4,22.8,8.2,11.6,14.6,290.1,2.0,0.0,3.7
2000,11,11.0,13.7,8.2,20.5,4.8,10.0,15.0,216.2,0.0,0.0,2.6
2000,12,12.2,14.6,9.8,21.3,2.0,9.6,14.8,86.0,0.0,0.0,3.2
2001,1,10.0,12.4,7.6,19.4,4.0,7.2,12.6,146.8,1.0,0.0,2.6
2001,2,8.8,11.3,6.2,19.5,0.4,5.7,14.0,77.8,0.0,0.0,3.5
2001,3,13.6,17.2,10.0,22.4,3.8,9.6,16.8,126.9,0.0,0.0,4.2
2001,4,11.0,14.0,7.9,25.0,3.6,9.4,10.8,108.4,0.0,0.0,5.2
2001,5,14.6,17.7,11.4,31.0,5.6,9.4,18.8,63.5,0.0,1.0,6.3
2001,6,16.9,19.8,13.9,26.6,11.4,16.6,17.6,66.2,0.0,0.0,7.5
2001,7,18.3,20.9,15.6,27.2,12.0,16.6,20.6,145.4,1.0,0.0,6.1
2001,8,20.5,23.7,17.2,31.2,13.0,19.4,21.4,67.5,0.0,4.0,6.1
2001,9,17.1,20.0,14.1,26.0,10.2,16.2,17.0,69.9,0.0,0.0,6.3
2001,10,18.7,22.6,14.9,29.8,10.6,17.0,22.0,56.3,0.0,0.0,6.2
2001,11,8.7,11.0,6.4,20.3,1.0,6.2,11.6,94.0,0.0,0.0,2.9
2001,12,6.5,9.2,3.8,17.0,-5.6,1.5,11.7,35.5,0.0,0.0,4.4
2002,1,11.0,13.6,8.2,19.7,1.8,9.0,15.1,31.0,0.0,0.0,5.0
2002,2,10.2,12.9,7.5,20.3,3.6,6.6,13.5,145.9,1.0,0.0,3.1
2002,3,11.6,14.5,8.6,22.6,4.0,9.2,14.3,44.0,0.0,0.0,5.7
2002,4,11.3,14.4,8.2,20.7,4.2,5.9,11.6,109.1,1.0,0.0,6.3
2002,5,13.9,17.8,10.1,31.2,6.2,11.4,16.8,243.1,3.0,1.0,5.7
2002,6,16.0,18.7,13.2,30.4,9.5,13.4,15.6,119.1,0.0,1.0,4.4
2002,7,17.5,20.2,14.8,29.1,11.6,17.4,18.1,83.3,0.0,0.0,5.5
2002,8,17.8,19.9,15.6,25.0,12.4,17.1,18.0,280.4,2.0,0.0,4.0
2002,9,17.9,21.1,14.6,28.2,8.0,14.6,20.8,36.9,0.0,0.0,7.4
2002,10,16.0,19.2,12.9,24.5,8.5,13.5,18.4,176.4,2.0,0.0,4.0
2002,11,12.7,15.4,9.9,22.8,6.6,11.8,13.8,154.8,1.0,0.0,3.7
2002,12,11.8,13.9,9.6,19.5,4.2,7.0,14.8,252.9,3.0,0.0,2.6
2003,1,7.5,10.0,4.9,19.0,-1.5,2.7,11.3,174.0,0.0,0.0,2.6
2003,2,7.5,10.0,4.9,16.8,-4.0,1.7,11.8,111.0,0.0,0.0,2.7
2003,3,13.1,16.4,9.7,24.5,5.5,11.6,15.6,88.2,0.0,0.0,5.7
2003,4,13.4,16.9,9.8,27.4,4.6,9.2,15.3,49.4,0.0,0.0,6.2
2003,5,14.7,18.2,11.2,28.6,8.1,11.2,17.2,123.2,2.0,0.0,7.7
2003,6,20.0,23.5,16.5,38.0,13.5,17.4,21.6,57.3,0.0,5.0,5.8
2003,7,19.5,22.1,16.8,27.5,13.4,19.4,19.0,38.6,0.0,0.0,6.8
2003,8,22.7,26.1,19.3,38.6,15.6,20.3,23.0,62.6,1.0,6.0,7.4
2003,9,19.1,22.1,16.1,30.8,11.2,16.9,21.4,139.3,1.0,1.0,5.8
2003,10,13.9,16.7,11.0,24.9,1.2,9.5,17.0,214.3,1.0,0.0,3.1
2003,11,13.0,15.7,10.2,22.2,4.5,9.5,15.8,134.0,2.0,0.0,4.3
2003,12,9.7,12.2,7.3,17.0,2.2,7.0,10.5,157.0,0.0,0.0,3.2
2004,1,9.2,11.6,6.8,17.2,1.9,7.2,13.6,214.0,1.0,0.0,1.6
2004,2,8.1,10.7,5.5,22.7,-0.8,2.8,13.9,95.7,0.0,0.0,4.9
2004,3,8.7,11.9,5.5,23.9,-0.6,4.1,11.4,115.1,0.0,0.0,4.6
2004,4,11.0,13.7,8.2,22.6,3.2,7.8,12.0,95.0,0.0,0.0,5.5
2004,5,13.8,16.6,11.0,27.6,5.8,11.0,19.8,95.5,0.0,0.0,6.9
2004,6,18.7,21.8,15.4,31.6,11.8,17.3,18.2,52.9,0.0,2.0,7.7
2004,7,18.5,21.2,15.8,29.8,12.8,17.5,18.8,48.5,0.0,0.0,7.2
2004,8,20.7,24.3,17.0,34.2,13.8,19.6,20.2,134.5,1.0,4.0,7.5
2004,9,18.8,21.7,15.9,32.0,11.5,16.8,23.2,104.6,1.0,1.0,5.6
2004,10,16.6,20.0,13.2,28.2,8.5,12.6,17.4,176.6,2.0,0.0,4.3
2004,11,9.9,12.1,7.5,18.6,3.0,7.0,13.5,149.8,1.0,0.0,3.7
2004,12,8.7,10.6,6.7,15.8,0.3,6.2,12.0,149.7,0.0,0.0,1.9
2005,1,7.7,10.4,5.0,15.8,-1.8,1.7,10.2,98.8,0.0,0.0,4.3
2005,2,5.4,7.8,2.9,13.5,-3.9,0.6,9.5,79.8,0.0,0.0,3.7
2005,3,10.8,14.5,7.1,25.5,-4.7,2.2,18.0,65.7,0.0,0.0,6.3
2005,4,12.1,15.6,8.5,29.4,3.1,7.0,12.5,201.8,1.0,0.0,5.0
2005,5,15.4,19.0,11.8,33.0,8.4,12.4,15.4,75.5,0.0,3.0,6.8
2005,6,19.2,22.5,15.8,35.0,12.4,16.8,19.1,24.3,0.0,3.0,7.2
2005,7,19.8,22.7,16.9,32.8,13.2,17.8,20.4,37.7,0.0,2.0,7.5
2005,8,19.5,22.4,16.5,34.0,13.4,18.1,19.4,55.4,0.0,1.0,7.6
2005,9,17.6,20.4,14.7,34.0,10.0,16.2,19.0,133.6,1.0,1.0,6.5
2005,10,17.6,20.7,14.4,25.0,9.7,15.4,19.8,99.5,0.0,0.0,5.4
2005,11,10.0,12.5,7.5,21.0,1.8,6.0,17.8,296.4,3.0,0.0,3.7
2005,12,6.0,8.1,3.9,15.5,-0.4,2.5,9.0,194.7,2.0,0.0,2.8
2006,1,6.9,8.8,4.9,11.6,-1.6,2.4,8.4,102.8,0.0,0.0,2.8
2006,2,6.5,9.0,4.1,15.4,2.0,4.2,8.8,67.8,0.0,0.0,3.3
2006,3,11.8,15.3,8.3,24.4,2.1,7.0,16.6,168.6,1.0,0.0,4.5
2006,4,11.8,14.7,8.9,26.0,4.5,9.6,11.8,80.4,0.0,0.0,5.5
2006,5,15.4,19.1,11.7,32.5,6.6,13.7,15.4,62.0,0.0,1.0,6.5
2006,6,18.6,22.0,15.2,33.0,9.5,15.8,17.6,145.8,3.0,3.0,7.7
2006,7,21.7,24.6,18.6,36.0,15.0,19.7,22.0,87.3,1.0,3.0,6.4
2006,8,19.1,21.6,16.5,26.9,13.2,18.6,19.6,66.3,0.0,0.0,6.5
2006,9,19.7,22.9,16.4,29.8,12.2,17.1,20.0,109.5,2.0,0.0,5.7
2006,10,18.6,21.8,15.3,26.8,11.6,16.5,20.0,110.1,1.0,0.0,5.0
2006,11,14.2,17.1,11.2,21.1,5.4,11.0,14.7,128.3,1.0,0.0,4.6
2006,12,8.5,11.4,5.6,19.2,-0.8,3.1,12.0,120.0,2.0,0.0,3.5
2007,1,9.2,11.6,6.8,20.0,-3.2,0.6,13.0,144.6,2.0,0.0,2.9
2007,2,11.2,14.4,8.0,21.5,4.0,7.3,13.3,134.5,0.0,0.0,3.4
2007,3,9.7,12.4,7.0,25.6,1.8,6.2,13.0,211.0,1.0,0.0,3.2
2007,4,12.9,15.7,10.0,27.7,4.4,8.5,12.8,100.6,0.0,0.0,4.8
2007,5,14.4,17.4,11.4,26.8,7.3,10.7,14.5,120.9,0.0,0.0,4.2
2007,6,17.2,20.5,13.9,28.8,10.6,14.1,19.0,69.4,0.0,0.0,6.5
2007,7,18.6,22.0,15.2,33.6,12.7,17.8,17.7,53.6,0.0,2.0,6.9
2007,8,18.9,22.0,15.7,34.6,12.3,16.8,23.9,277.5,1.0,3.0,6.5
2007,9,16.6,19.3,13.8,29.5,8.0,13.8,18.0,99.0,0.0,0.0,6.6
2007,10,14.1,16.5,11.6,23.8,6.0,10.6,17.5,142.5,2.0,0.0,4.6
2007,11,8.7,11.2,6.2,17.2,-1.4,4.0,9.5,44.8,0.0,0.0,3.5
2007,12,8.5,11.0,5.9,16.3,0.6,5.5,10.0,137.7,1.0,0.0,3.9
2008,1,9.9,12.6,7.1,16.8,1.0,8.8,11.8,138.6,1.0,0.0,3.5
2008,2,11.8,14.8,8.8,20.8,2.0,9.0,13.4,32.6,0.0,0.0,6.0
2008,3,9.5,12.3,6.5,21.7,1.0,6.6,11.0,238.0,0.0,0.0,3.2
2008,4,11.7,15.2,8.1,23.8,3.8,10.6,13.6,123.7,0.0,0.0,6.1
2008,5,15.5,19.1,11.9,29.0,6.0,14.5,17.8,197.4,1.0,0.0,6.1
2008,6,16.7,19.3,14.0,32.8,10.0,15.6,17.2,133.4,1.0,1.0,5.3
2008,7,18.4,21.8,15.0,32.8,11.2,17.4,18.4,76.5,0.0,2.0,7.7
2008,8,19.1,22.5,15.7,32.5,12.1,18.1,19.1,99.9,0.0,1.0,6.9
2008,9,17.1,20.2,14.0,29.8,9.6,16.6,18.4,73.2,0.0,0.0,6.0
2008,10,14.0,17.2,10.8,23.7,4.0,9.0,19.0,327.8,6.0,0.0,4.3
2008,11,9.6,11.9,7.3,18.7,1.1,6.1,12.9,248.3,3.0,0.0,2.2
2008,12,7.6,9.9,5.4,15.2,0.4,4.7,10.9,220.1,2.0,0.0,2.2
2009,1,7.7,10.6,4.7,17.4,-2.6,0.6,11.0,199.2,2.0,0.0,2.1
2009,2,7.6,10.4,4.8,19.6,0.6,6.2,8.2,117.4,1.0,0.0,4.8
2009,3,9.6,12.4,6.8,22.4,2.5,7.6,13.4,96.5,0.0,0.0,6.2
2009,4,10.8,14.0,7.7,23.0,5.5,9.6,9.5,204.2,1.0,0.0,4.1
2009,5,14.2,17.1,11.3,25.5,8.0,12.0,15.0,104.7,0.0,0.0,5.7
2009,6,18.2,21.3,15.0,29.8,11.9,16.0,19.5,42.3,0.0,0.0,7.8
2009,7,19.5,22.8,16.1,35.6,13.5,18.5,19.9,114.7,0.0,2.0,7.6
2009,8,19.8,22.8,16.8,34.0,13.4,18.1,20.0,103.5,0.0,3.0,5.8
2009,9,17.6,20.1,15.1,28.9,11.0,16.5,18.8,151.6,2.0,0.0,5.4
2009,10,15.9,19.1,12.7,29.2,2.6,8.8,22.6,143.1,1.0,0.0,5.3
2009,11,13.1,16.3,9.9,24.6,5.3,10.4,16.0,297.2,3.0,0.0,2.8
2009,12,8.5,11.1,5.8,18.3,-1.8,0.6,14.2,126.5,0.0,0.0,2.5
2010,1,7.0,9.4,4.6,17.5,-2.0,2.4,10.0,197.1,2.0,0.0,1.9
2010,2,7.7,10.5,4.7,20.5,-3.5,0.5,12.0,70.0,0.0,0.0,3.6
2010,3,10.0,13.4,6.6,22.5,-2.1,3.2,15.5,52.4,0.0,0.0,4.7
2010,4,12.9,16.3,9.5,30.1,5.0,10.8,15.0,60.4,0.0,1.0,7.5
2010,5,13.4,16.3,10.5,27.5,6.0,9.4,15.2,104.4,0.0,0.0,5.4
2010,6,16.4,19.0,13.7,24.0,10.4,12.8,16.9,157.8,1.0,0.0,6.8
2010,7,19.3,22.0,16.6,28.0,14.5,17.4,19.3,76.3,0.0,0.0,5.8
2010,8,19.3,22.5,16.2,33.6,12.4,19.2,21.4,109.7,0.0,2.0,7.4
2010,9,17.4,20.8,14.0,30.9,10.3,15.4,17.2,68.9,0.0,1.0,6.8
2010,10,14.5,17.6,11.3,27.7,5.5,10.7,20.6,128.8,2.0,0.0,4.4
2010,11,10.2,12.6,7.8,20.8,2.0,6.7,14.0,310.0,2.0,0.0,2.0
2010,12,7.3,10.6,4.0,19.4,-3.7,2.0,13.4,142.0,1.0,0.0,3.3
2011,1,8.2,10.6,5.7,18.4,-1.6,2.0,14.5,57.9,0.0,0.0,2.7
2011,2,10.0,12.9,7.1,19.2,4.0,6.2,11.1,156.3,1.0,0.0,4.3
2011,3,10.8,13.7,7.9,20.7,2.2,7.2,13.2,118.4,1.0,0.0,4.6
2011,4,15.1,18.4,11.8,30.0,7.4,11.7,18.2,52.2,0.0,1.0,6.8
2011,5,15.9,19.0,12.8,29.5,10.2,15.3,15.0,71.6,0.0,0.0,6.9
2011,6,16.9,19.9,13.9,37.2,10.8,14.6,20.8,98.1,1.0,2.0,6.7
2011,7,17.2,19.7,14.7,25.4,12.4,17.0,16.9,179.2,2.0,0.0,6.5
2011,8,19.5,22.6,16.3,37.1,11.6,18.4,20.4,63.8,0.0,3.0,6.1
2011,9,19.5,23.2,15.9,33.0,11.6,16.2,20.5,154.0,1.0,1.0,6.5
2011,10,16.0,19.1,12.8,28.4,6.0,13.5,20.0,86.2,0.0,0.0,5.8
2011,11,14.3,16.6,12.0,22.0,5.5,11.4,18.2,180.7,3.0,0.0,4.4
2011,12,10.2,12.6,7.7,16.8,2.0,8.4,11.2,182.5,1.0,0.0,2.5
2012,1,8.3,10.7,5.9,16.5,0.8,5.4,10.5,201.2,1.0,0.0,3.0
2012,2,4.5,7.4,1.5,14.2,-5.3,0.2,8.9,53.9,0.0,0.0,4.3
2012,3,11.0,14.0,7.8,23.2,3.4,8.2,14.5,56.1,0.0,0.0,7.3
2012,4,10.1,12.6,7.5,21.5,4.6,9.2,10.7,218.4,1.0,0.0,2.7
2012,5,15.6,19.3,11.7,32.2,8.0,11.3,19.0,110.2,1.0,2.0,7.5
2012,6,18.2,22.6,13.8,35.8,11.0,16.4,19.5,99.6,1.0,3.0,6.6
2012,7,18.2,21.7,14.8,33.1,10.6,17.2,19.0,53.9,0.0,1.0,8.4
2012,8,20.7,24.2,17.2,36.7,14.4,17.6,20.6,70.7,0.0,4.0,6.9
2012,9,18.1,21.4,14.7,31.4,10.2,16.2,20.6,96.1,0.0,2.0,5.9
2012,10,15.4,18.7,12.1,28.2,2.2,9.3,19.5,256.2,1.0,0.0,4.7
2012,11,11.7,14.8,8.7,21.7,2.6,5.2,15.0,244.2,2.0,0.0,3.6
2012,12,10.3,13.1,7.4,21.3,-0.6,5.4,14.0,142.3,2.0,0.0,3.0
2013,1,8.3,10.9,5.6,19.8,2.4,5.7,11.0,369.8,3.0,0.0,2.4
2013,2,6.8,9.4,4.1,16.2,-3.0,2.3,10.2,249.8,0.0,0.0,2.8
2013,3,10.6,13.9,7.3,20.9,0.2,4.8,13.0,135.3,0.0,0.0,4.7
2013,4,11.6,15.4,7.8,28.5,2.2,7.5,12.8,137.5,1.0,0.0,6.4
2013,5,11.5,14.1,8.8,24.0,5.6,10.3,13.0,265.0,1.0,0.0,4.5
2013,6,15.1,17.7,12.4,27.2,10.4,12.3,15.2,188.2,1.0,0.0,5.9
2013,7,20.8,23.9,17.8,36.4,15.0,18.8,20.3,49.2,0.0,1.0,8.4
2013,8,19.4,22.0,16.7,33.8,14.9,18.0,19.1,72.6,0.0,1.0,7.0
2013,9,18.7,22.0,15.3,32.8,11.5,16.0,21.8,110.0,0.0,1.0,5.6
2013,10,17.4,20.5,14.3,28.4,7.5,13.6,20.6,77.8,0.0,0.0,4.7
2013,11,9.9,12.2,7.5,21.5,0.2,4.4,15.0,405.1,3.0,0.0,1.6
2013,12,9.7,12.5,6.8,18.0,2.3,6.8,13.0,84.8,0.0,0.0,4.4
2014,1,10.4,13.0,7.7,18.2,3.7,8.4,14.5,349.3,3.0,0.0,2.1
2014,2,9.6,13.1,6.0,22.7,2.9,8.8,10.0,178.6,0.0,0.0,3.6
2014,3,10.9,14.1,7.7,22.7,2.0,8.8,14.2,180.3,1.0,0.0,4.5
2014,4,13.3,16.4,10.2,23.2,8.0,12.8,14.9,97.2,0.0,0.0,6.1
2014,5,13.5,16.8,10.2,26.9,6.9,12.5,13.7,104.8,0.0,0.0,6.6
2014,6,17.7,20.9,14.5,31.2,9.0,14.5,17.4,53.7,0.0,1.0,7.7
2014,7,18.8,21.4,16.1,33.4,13.0,17.4,18.6,115.2,0.0,1.0,6.3
2014,8,18.8,21.6,16.0,25.8,12.5,18.0,18.8,80.4,0.0,0.0,6.5
2014,9,19.6,22.9,16.2,28.6,12.3,17.8,19.0,45.4,0.0,0.0,7.0
2014,10,18.3,21.9,14.7,27.9,8.1,16.0,19.0,49.6,0.0,0.0,6.3
2014,11,13.7,16.3,11.1,23.2,6.4,10.2,16.3,238.7,2.0,0.0,2.9
2014,12,8.3,10.6,5.9,13.3,-0.8,3.0,9.9,232.1,2.0,0.0,2.0
2015,1,8.2,10.6,5.7,16.4,1.9,6.0,10.0,213.6,1.0,0.0,3.0
2015,2,6.5,9.1,3.8,15.1,-2.0,0.9,8.3,296.0,3.0,0.0,2.6
2015,3,9.3,11.7,6.9,17.5,3.1,7.2,11.2,177.0,0.0,0.0,3.3
2015,4,13.7,17.3,10.1,27.8,4.5,10.0,17.6,82.3,1.0,0.0,6.4
2015,5,14.9,18.4,11.4,31.0,9.0,13.0,14.5,70.9,0.0,1.0,4.6
2015,6,17.8,20.9,14.7,35.0,12.0,15.6,19.0,84.7,0.0,2.0,6.3
2015,7,20.2,23.3,17.1,35.4,13.5,17.9,19.8,69.5,1.0,3.0,6.7
2015,8,20.0,24.2,15.8,33.5,12.5,18.0,19.0,184.6,2.0,5.0,7.8
2015,9,16.4,19.7,13.0,27.2,11.0,16.9,16.4,58.9,0.0,0.0,6.1
2015,10,15.3,18.5,12.1,26.7,5.1,12.3,19.5,60.1,0.0,0.0,4.6
2015,11,13.6,16.3,10.8,25.6,1.1,7.8,16.5,123.8,1.0,0.0,4.1
2015,12,13.7,16.6,10.7,21.5,5.9,11.7,16.7,15.7,0.0,0.0,5.0
2016,1,10.8,14.0,7.6,19.0,2.1,8.1,12.3,143.5,0.0,0.0,2.6
2016,2,9.0,11.8,6.1,17.7,0.3,6.0,10.4,323.0,3.0,0.0,3.6
2016,3,9.1,12.0,6.2,23.5,2.6,7.2,10.7,204.7,1.0,0.0,3.5
2016,4,11.8,14.9,8.6,21.4,4.0,10.2,12.8,62.8,0.0,0.0,5.2
2016,5,14.9,18.2,11.5,26.8,5.5,12.3,15.8,93.3,0.0,0.0,6.6
2016,6,17.2,20.2,14.0,34.5,11.0,16.2,17.5,60.8,0.0,1.0,6.8
2016,7,19.2,21.8,16.5,36.7,12.5,18.5,22.2,85.1,0.0,2.0,5.2
2016,8,20.6,24.3,16.8,34.5,13.7,20.0,20.0,64.4,0.0,4.0,8.6
2016,9,19.1,22.7,15.4,35.6,11.9,17.6,19.5,118.5,0.0,2.0,6.5
2016,10,15.1,18.2,11.9,24.5,6.9,13.7,16.0,109.2,1.0,0.0,5.4
2016,11,10.8,13.2,8.3,21.6,3.5,8.2,13.0,299.9,4.0,0.0,3.5
2016,12,11.0,13.4,8.5,18.6,3.0,7.2,13.2,20.9,0.0,0.0,4.6
2017,1,6.2,8.7,3.6,19.1,-2.9,-0.4,11.8,144.3,1.0,0.0,4.3
