año,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
2021,12,6.7,10.3,3.0,18.8,-0.6,3.5,10.2,194.6,2.0,0.0,3.0
2022,1,4.9,10.6,-0.8,17.5,-5.8,4.8,8.4,80.4,1.0,0.0,5.0
2022,2,6.7,13.1,0.2,18.4,-4.4,7.7,6.6,10.9,0.0,0.0,5.1
2022,3,8.7,13.0,4.3,18.8,-0.7,7.8,12.0,51.9,0.0,0.0,3.0
2022,4,9.8,15.4,4.2,22.8,-3.9,5.1,10.4,76.2,0.0,0.0,5.6
2022,5,16.0,23.2,8.8,32.1,1.0,13.9,15.2,10.5,0.0,3.0,7.8
2022,6,19.5,26.7,12.2,39.4,4.6,15.9,19.3,15.5,0.0,8.0,7.7
2022,7,21.0,29.3,12.6,40.2,4.0,20.1,17.0,2.5,0.0,13.0,8.9
2022,8,22.2,30.0,14.5,38.5,9.4,20.5,18.8,3.9,0.0,15.0,8.4
2022,9,17.2,24.8,9.5,34.5,2.5,15.0,20.2,17.9,0.0,6.0,6.6
2022,10,17.4,24.3,10.5,28.1,5.0,19.0,15.0,31.9,0.0,0.0,5.3
2022,11,9.9,15.2,4.5,20.5,-0.7,8.0,11.2,75.7,0.0,0.0,3.5
2022,12,8.8,12.4,5.1,18.8,-1.2,5.5,12.9,28.6,0.0,0.0,2.9
2022,13,13.5,19.8,7.1,40.2,-5.8,4.8,20.2,405.9,1.0,45.0,5.8
