año,mes,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1998,7,18.4,25.0,11.8,36.2,5.8,17.1,15.0,7.9,0.0,5.0,7.9
1998,8,19.2,26.6,11.7,38.7,4.5,18.5,17.6,43.5,0.0,8.0,8.0
1998,9,17.2,23.1,11.2,32.2,7.6,15.0,17.4,87.1,0.0,5.0,5.4
1998,10,11.8,16.7,6.9,21.7,2.6,11.3,10.8,87.1,0.0,0.0,4.3
1998,11,7.3,11.9,2.7,19.3,-7.6,6.8,9.4,103.6,1.0,0.0,3.3
1998,12,4.4,8.5,0.3,15.0,-3.4,3.4,5.8,38.3,0.0,0.0,2.6
1999,1,5.4,9.3,1.4,15.0,-4.0,1.6,8.0,65.1,0.0,0.0,3.8
1999,2,5.2,8.1,2.2,15.5,-2.6,2.0,6.8,101.7,0.0,0.0,2.4
1999,3,8.6,13.5,3.6,22.0,-2.0,5.5,8.2,49.9,0.0,0.0,4.7
1999,4,10.2,15.9,4.4,25.4,-1.8,8.8,8.8,37.7,0.0,0.0,6.4
1999,5,15.3,21.6,8.9,29.8,4.8,14.0,12.6,64.9,0.0,0.0,7.1
1999,6,15.9,22.3,9.6,31.8,3.4,14.8,14.3,13.4,0.0,2.0,8.2
1999,7,19.6,25.8,13.4,35.5,8.5,18.6,16.6,116.8,1.0,5.0,8.0
1999,8,19.9,26.3,13.5,35.2,9.4,19.8,17.5,16.8,0.0,5.0,7.7
1999,9,18.0,24.4,11.6,31.6,6.5,17.2,16.2,45.7,0.0,3.0,6.2
1999,10,13.0,18.2,7.8,24.4,0.6,13.2,12.4,45.7,0.0,0.0,4.4
1999,11,6.1,9.5,2.6,20.0,-2.8,2.0,12.2,108.4,0.0,0.0,2.6
1999,12,5.1,8.9,1.3,17.1,-3.8,2.8,12.4,76.4,0.0,0.0,1.7
2000,1,3.1,7.5,-1.4,16.0,-7.0,3.2,2.6,20.5,0.0,0.0,3.3
2000,2,7.7,13.4,1.9,19.6,-3.6,7.8,8.2,32.7,0.0,0.0,4.1
2000,3,8.0,14.1,1.8,21.8,-2.0,5.5,8.8,43.8,0.0,0.0,5.4
2000,4,10.0,14.8,5.2,22.6,-1.4,7.8,11.4,88.1,0.0,0.0,4.4
2000,5,14.4,21.3,7.5,28.6,2.7,14.5,14.2,56.8,0.0,0.0,6.0
2000,6,17.0,24.4,9.6,32.7,2.3,13.2,18.7,22.3,0.0,8.0,8.2
2000,7,18.3,25.8,10.7,35.2,7.2,17.6,16.3,45.0,0.0,4.0,8.8
2000,8,18.9,26.2,11.7,35.6,6.6,18.3,17.2,45.6,1.0,8.0,7.1
2000,9,17.0,24.6,9.4,32.7,3.6,15.8,13.8,24.7,0.0,5.0,6.9
2000,10,12.0,17.3,6.7,23.4,-0.6,12.0,12.8,113.0,0.0,0.0,4.3
2000,11,8.0,12.2,3.7,16.8,-3.0,7.0,10.2,108.9,0.0,0.0,3.3
2000,12,8.4,11.8,5.0,20.3,-2.1,8.4,11.2,50.2,0.0,0.0,2.5
2001,1,7.1,10.2,3.9,18.7,-1.0,5.6,9.4,131.3,1.0,0.0,2.4
2001,2,6.3,10.7,1.9,19.5,-3.8,4.7,9.8,16.7,0.0,0.0,4.4
2001,3,11.7,16.4,6.9,25.4,-1.2,8.3,14.6,92.6,0.0,0.0,4.3
2001,4,9.4,14.9,3.8,22.6,-2.4,6.7,10.0,55.3,0.0,0.0,5.5
2001,5,13.4,20.0,6.8,33.0,0.5,9.0,12.8,12.9,0.0,4.0,7.3
2001,6,16.9,24.7,9.0,37.4,4.2,16.0,14.4,8.2,0.0,6.0,8.7
2001,7,18.2,24.4,12.0,33.2,7.0,16.0,18.0,80.3,0.0,4.0,6.9
2001,8,20.6,27.6,13.5,36.0,7.2,19.0,18.2,9.0,0.0,11.0,7.1
2001,9,14.6,21.0,8.1,26.2,1.7,14.4,14.1,19.9,0.0,0.0,5.7
2001,10,15.0,21.2,8.9,27.6,1.7,16.3,16.6,44.3,0.0,0.0,6.1
2001,11,6.1,10.1,2.1,18.9,-1.6,4.0,7.4,120.2,1.0,0.0,3.0
2001,12,2.1,7.4,-3.2,13.6,-11.5,-0.1,5.2,14.4,0.0,0.0,4.1
2002,1,6.4,10.8,1.9,16.4,-3.0,6.0,6.8,35.4,0.0,0.0,3.6
2002,2,7.7,12.2,3.2,17.9,-1.5,4.5,8.2,55.8,0.0,0.0,3.8
2002,3,9.4,15.2,3.4,24.0,-2.4,7.3,10.5,13.7,0.0,0.0,4.9
2002,4,9.7,16.2,3.1,25.4,-2.0,5.9,7.6,39.9,0.0,0.0,6.2
2002,5,12.3,18.4,6.2,30.0,0.6,10.2,11.0,87.2,0.0,1.0,6.1
2002,6,16.8,23.2,10.5,34.4,3.5,13.9,15.5,53.1,0.0,6.0,6.3
2002,7,17.3,24.2,10.2,34.8,4.6,18.8,17.0,14.1,0.0,4.0,7.2
2002,8,17.7,23.1,12.2,34.3,5.9,16.9,17.4,68.9,0.0,4.0,5.5
2002,9,15.8,23.0,8.6,28.2,0.2,15.0,15.4,16.9,0.0,0.0,6.8
2002,10,13.4,18.7,8.1,22.6,0.4,12.4,14.6,65.1,0.0,0.0,4.3
2002,11,9.6,13.6,5.6,19.8,0.0,9.4,9.6,95.1,0.0,0.0,3.6
2002,12,8.2,11.2,5.2,16.6,-1.7,6.4,12.9,137.1,1.0,0.0,2.4
2003,1,5.2,8.3,1.9,15.5,-5.0,0.8,10.6,138.8,1.0,0.0,2.4
2003,2,4.9,8.5,1.3,14.1,-6.2,1.5,8.2,99.1,1.0,0.0,2.4
2003,3,10.5,16.9,4.0,22.0,-3.3,11.0,9.5,27.7,0.0,0.0,6.0
2003,4,11.0,17.0,5.0,26.8,-1.7,8.4,10.6,34.3,0.0,0.0,6.2
2003,5,13.4,20.6,6.2,31.5,0.6,9.6,14.0,69.3,1.0,3.0,8.3
2003,6,20.6,27.5,13.6,37.0,9.6,18.1,16.5,33.9,0.0,12.0,7.4
2003,7,20.0,26.7,13.3,35.5,7.6,19.4,17.6,11.1,0.0,9.0,8.7
2003,8,23.2,30.9,15.5,38.0,8.8,20.8,23.2,24.8,0.0,17.0,8.4
2003,9,17.4,23.3,11.3,29.7,5.8,17.5,16.5,31.5,0.0,0.0,5.7
2003,10,12.0,16.3,7.6,23.8,-0.9,8.4,13.5,83.2,0.0,0.0,3.4
2003,11,9.0,13.9,4.1,18.8,-2.8,9.0,11.2,67.2,0.0,0.0,3.4
2003,12,6.2,9.7,2.6,13.4,-2.4,5.5,7.0,89.0,0.0,0.0,2.4
2004,1,6.7,10.2,3.2,16.0,-3.5,4.3,11.6,111.5,0.0,0.0,1.7
2004,2,4.7,9.5,-0.1,17.7,-4.4,1.1,4.5,81.4,0.0,0.0,3.9
2004,3,5.8,11.0,0.6,20.1,-9.2,3.5,6.6,97.4,0.0,0.0,3.8
2004,4,8.8,13.8,3.8,22.6,-1.4,6.4,10.0,58.7,0.0,0.0,5.0
2004,5,12.9,18.7,6.9,28.3,2.2,11.6,11.6,31.9,0.0,0.0,6.7
2004,6,18.7,25.7,11.8,34.5,8.0,16.2,16.4,9.2,0.0,5.0,8.9
2004,7,18.8,25.6,12.0,35.4,5.5,18.0,18.0,49.5,1.0,7.0,8.1
2004,8,19.9,26.6,13.2,34.5,7.0,20.1,18.3,44.1,0.0,6.0,8.2
2004,9,17.4,23.2,11.5,32.8,4.4,16.9,19.2,107.0,1.0,1.0,6.1
2004,10,14.4,19.4,9.4,29.3,3.0,11.7,15.2,35.9,0.0,0.0,4.6
2004,11,7.0,10.2,3.7,16.9,-1.4,5.5,9.5,80.3,0.0,0.0,2.5
2004,12,5.7,8.4,2.9,13.5,-1.2,2.6,7.3,113.1,0.0,0.0,1.3
2005,1,3.9,7.4,0.4,14.0,-5.2,-1.5,7.9,53.1,0.0,0.0,3.1
2005,2,2.4,6.3,-1.6,13.8,-8.2,-1.5,3.8,95.9,0.0,0.0,3.6
2005,3,7.6,14.5,0.7,24.0,-9.0,2.3,11.5,48.1,1.0,0.0,6.4
2005,4,10.6,16.2,5.0,28.2,0.6,5.0,13.6,99.0,0.0,0.0,5.5
2005,5,14.8,21.3,8.3,30.7,1.4,12.0,12.2,73.5,1.0,2.0,7.6
2005,6,18.9,26.8,11.0,36.0,4.2,16.6,17.8,25.1,0.0,9.0,9.2
2005,7,19.2,26.9,11.5,36.2,5.8,17.8,17.8,1.6,0.0,10.0,9.6
2005,8,18.2,25.2,11.1,32.6,5.0,17.0,16.8,23.0,0.0,5.0,8.1
2005,9,16.3,23.3,9.3,34.6,0.8,15.0,15.8,19.7,0.0,3.0,6.9
2005,10,14.1,19.8,8.3,25.5,1.5,13.0,14.2,99.7,1.0,0.0,5.9
2005,11,7.1,11.0,3.1,18.3,-1.4,1.6,11.2,142.7,0.0,0.0,3.3
2005,12,3.2,6.5,-0.3,13.0,-8.0,-0.4,6.5,94.7,1.0,0.0,2.1
2006,1,3.9,7.1,0.6,11.0,-9.5,0.7,6.4,41.4,0.0,0.0,1.8
2006,2,4.1,8.9,-0.7,17.4,-5.0,3.5,6.0,32.5,0.0,0.0,3.9
2006,3,9.9,15.0,4.8,23.9,-1.4,5.7,12.8,86.1,0.0,0.0,4.7
2006,4,10.7,16.7,4.7,23.5,-2.0,9.5,10.6,33.1,0.0,0.0,5.7
2006,5,14.8,21.7,8.0,29.9,-1.1,14.2,13.5,25.5,0.0,0.0,7.5
2006,6,18.6,25.4,11.8,33.0,2.9,18.5,17.7,73.0,0.0,6.0,7.5
2006,7,22.0,28.5,15.5,36.5,11.3,21.8,19.0,26.0,0.0,11.0,8.4
2006,8,17.3,23.6,11.0,31.5,5.8,18.1,15.6,7.0,0.0,1.0,8.5
2006,9,18.4,25.3,11.4,35.2,7.3,16.0,16.5,47.4,0.0,8.0,6.1
2006,10,15.8,21.2,10.3,27.0,5.0,15.6,16.0,51.7,0.0,0.0,5.1
2006,11,10.8,15.2,6.4,20.0,-0.3,11.5,11.7,57.4,1.0,0.0,3.4
2006,12,4.3,8.8,-0.1,18.4,-5.5,2.2,12.0,48.4,0.0,0.0,3.1
2007,1,4.9,9.4,0.3,17.0,-9.5,0.0,9.4,55.2,0.0,0.0,3.1
2007,2,8.1,12.7,3.4,17.8,-3.0,5.2,10.5,100.6,1.0,0.0,3.5
2007,3,6.9,11.9,1.8,23.0,-2.6,2.8,12.2,169.5,3.0,0.0,3.7
2007,4,11.8,17.8,5.7,27.0,-1.0,7.8,10.5,82.6,0.0,0.0,4.9
2007,5,13.5,19.1,7.9,27.4,2.6,11.1,13.5,68.5,0.0,0.0,6.2
2007,6,16.9,23.3,10.4,31.6,5.6,15.0,15.2,29.0,0.0,2.0,7.8
2007,7,18.5,25.7,11.2,35.9,6.0,18.5,16.0,4.6,0.0,6.0,9.2
2007,8,18.0,24.7,11.2,36.3,5.2,16.0,17.3,43.2,0.0,8.0,7.4
2007,9,15.6,21.7,9.6,28.7,2.0,11.8,14.8,23.0,0.0,0.0,6.8
2007,10,12.1,17.0,7.0,24.6,-0.6,9.4,14.0,63.8,0.0,0.0,4.7
2007,11,6.7,11.2,2.1,15.2,-8.5,6.2,8.4,26.0,0.0,0.0,3.1
2007,12,4.2,8.5,-0.2,15.2,-7.0,0.4,7.4,38.1,0.0,0.0,2.9
2008,1,6.3,11.1,1.5,16.0,-4.5,5.0,10.2,35.3,0.0,0.0,3.5
2008,2,7.7,13.1,2.3,19.0,-3.0,8.2,8.9,21.2,0.0,0.0,4.7
2008,3,7.5,12.5,2.4,21.2,-1.0,5.0,8.5,161.5,0.0,0.0,4.2
2008,4,10.2,16.3,4.0,26.8,-1.0,8.9,9.5,70.6,0.0,0.0,6.7
2008,5,13.5,19.3,7.5,26.7,1.0,13.4,13.0,201.3,1.0,0.0,5.7
2008,6,16.3,21.7,10.8,31.9,4.9,13.8,17.0,50.2,0.0,2.0,6.4
2008,7,18.2,25.2,11.2,33.5,5.8,16.1,17.5,2.7,0.0,8.0,8.5
2008,8,18.9,25.7,12.0,33.0,6.9,18.0,15.6,19.8,0.0,6.0,7.8
2008,9,15.7,22.4,8.9,29.7,2.0,17.0,15.4,13.0,0.0,0.0,6.2
2008,10,11.5,17.3,5.6,24.6,-1.5,7.0,14.5,103.2,0.0,0.0,4.7
2008,11,7.3,10.1,4.3,16.5,-1.5,4.8,8.2,98.2,0.0,0.0,2.1
2008,12,4.6,7.6,1.6,13.5,-5.4,2.0,8.3,108.8,0.0,0.0,2.0
2009,1,4.7,8.5,0.8,15.2,-7.8,-0.2,10.1,139.7,2.0,0.0,2.4
2009,2,5.4,10.0,0.8,18.0,-3.8,2.8,4.9,62.9,0.0,0.0,4.2
2009,3,7.7,14.1,1.2,23.0,-4.2,4.4,7.2,67.0,0.0,0.0,5.8
2009,4,9.6,15.0,4.2,25.5,-0.5,8.6,7.0,53.9,0.0,0.0,5.4
2009,5,14.8,21.1,8.5,29.4,1.8,12.5,13.4,26.1,0.0,0.0,7.8
2009,6,18.1,25.1,11.1,34.5,6.0,18.8,16.7,34.3,0.0,6.0,7.7
2009,7,20.0,27.4,12.6,35.2,7.6,18.2,16.9,27.8,0.0,10.0,8.8
2009,8,20.3,27.4,13.2,37.0,8.0,17.8,18.8,7.3,0.0,11.0,7.4
2009,9,17.1,23.1,11.0,32.7,6.0,14.8,15.3,73.1,1.0,4.0,5.6
2009,10,13.7,19.4,8.0,28.3,-2.5,12.2,14.8,43.4,0.0,0.0,5.6
2009,11,10.1,14.1,6.0,21.4,-0.8,7.4,12.8,127.8,1.0,0.0,3.3
2009,12,5.2,8.8,1.6,15.6,-8.5,0.8,10.2,65.8,0.0,0.0,2.2
2010,1,3.5,6.7,0.3,14.6,-12.4,-0.5,6.8,125.2,0.0,0.0,1.9
2010,2,4.8,8.3,1.2,18.0,-3.6,-0.5,9.0,40.7,0.0,0.0,3.3
2010,3,7.5,12.3,2.7,19.0,-4.0,2.5,9.9,27.8,0.0,0.0,4.3
2010,4,11.5,18.2,4.8,27.8,-2.0,11.0,12.4,10.2,0.0,0.0,7.1
2010,5,11.7,17.6,5.8,27.6,0.5,6.5,13.6,63.3,0.0,0.0,6.3
2010,6,15.6,21.7,9.6,30.5,4.9,13.5,15.0,77.5,0.0,1.0,6.6
2010,7,19.5,26.7,12.3,34.6,6.2,18.0,16.7,7.8,0.0,8.0,7.8
2010,8,19.0,26.6,11.4,36.5,5.6,19.0,17.0,7.1,0.0,9.0,7.6
2010,9,16.1,23.8,8.3,34.4,1.8,15.5,14.0,24.5,0.0,3.0,6.3
2010,10,12.0,18.0,6.0,28.4,-0.7,11.5,16.0,69.5,0.0,0.0,4.7
2010,11,7.6,11.4,3.8,18.5,-6.0,4.7,11.4,112.5,0.0,0.0,2.7
2010,12,3.7,7.9,-0.6,16.3,-8.0,2.0,8.2,82.4,0.0,0.0,2.7
2011,1,5.3,9.2,1.4,17.6,-5.6,3.0,11.7,15.1,0.0,0.0,2.7
2011,2,6.5,12.0,1.0,18.1,-4.2,4.6,8.1,92.7,0.0,0.0,3.9
2011,3,8.5,13.3,3.7,22.0,-2.4,5.6,8.6,55.3,0.0,0.0,4.3
2011,4,12.9,19.6,6.2,29.1,-0.3,11.1,11.1,54.7,0.0,0.0,6.6
2011,5,15.0,21.8,8.2,31.2,3.5,14.4,11.6,51.8,0.0,1.0,6.3
2011,6,16.4,22.9,9.9,36.8,4.1,14.3,15.8,6.1,0.0,5.0,6.5
2011,7,17.3,23.9,10.7,32.2,5.0,17.0,16.4,33.9,0.0,2.0,7.6
2011,8,20.4,28.2,12.6,37.2,5.2,20.8,17.2,21.3,0.0,12.0,7.8
2011,9,18.4,26.2,10.5,34.5,5.5,16.0,16.2,10.0,0.0,5.0,6.8
2011,10,13.2,21.1,5.4,28.8,-2.2,12.5,10.5,24.2,0.0,0.0,6.3
2011,11,10.7,15.0,6.3,20.5,-1.0,8.5,12.8,68.5,0.0,0.0,3.7
2011,12,6.3,10.1,2.6,14.0,-4.5,5.5,9.2,70.0,0.0,0.0,2.4
2012,1,5.1,9.0,1.1,14.0,-3.5,2.5,7.5,23.6,0.0,0.0,2.0
2012,2,3.0,7.5,-1.6,20.4,-7.5,-0.6,6.2,63.1,0.0,0.0,4.1
2012,3,8.7,16.4,0.9,24.8,-2.1,6.0,4.4,23.9,0.0,0.0,7.2
2012,4,8.8,13.3,4.2,22.0,-0.8,7.6,9.4,94.9,0.0,0.0,3.6
2012,5,14.2,21.2,7.3,30.2,0.8,10.2,13.7,50.3,0.0,2.0,7.7
2012,6,18.0,25.8,10.2,34.5,5.0,18.0,14.4,15.3,0.0,5.0,7.8
2012,7,18.0,26.1,9.8,35.1,3.2,17.4,16.1,31.4,0.0,9.0,8.1
2012,8,21.0,29.5,12.5,40.8,7.0,16.8,19.3,4.8,0.0,15.0,8.3
2012,9,17.1,24.3,9.9,32.5,3.9,16.2,16.2,25.8,0.0,5.0,6.3
2012,10,13.2,19.4,7.0,29.0,-1.5,9.2,14.4,77.5,0.0,0.0,4.4
2012,11,8.0,12.6,3.3,19.3,-1.2,5.5,9.5,84.3,0.0,0.0,3.5
2012,12,6.6,10.7,2.4,16.5,-3.0,4.7,8.8,37.6,0.0,0.0,3.3
2013,1,5.7,10.0,1.5,16.8,-4.3,4.7,5.2,243.2,2.0,0.0,3.3
2013,2,4.8,8.3,1.3,14.0,-2.6,1.3,6.4,232.0,2.0,0.0,2.4
2013,3,8.5,12.9,4.1,19.4,-2.2,3.0,10.2,113.3,0.0,0.0,4.2
2013,4,10.0,15.5,4.4,27.2,-1.6,4.9,9.9,76.9,0.0,0.0,5.6
2013,5,10.5,15.4,5.6,24.7,1.0,11.0,13.8,63.9,0.0,0.0,4.3
2013,6,14.8,20.6,9.1,31.0,2.7,13.7,13.1,87.4,0.0,2.0,7.0
2013,7,21.6,29.2,13.9,35.8,9.3,22.8,18.8,30.5,0.0,13.0,9.7
2013,8,19.3,25.8,12.7,36.8,8.0,20.2,20.5,15.2,0.0,6.0,7.6
2013,9,17.4,24.3,10.6,31.2,5.2,17.5,14.3,20.6,0.0,5.0,6.3
2013,10,14.6,20.3,8.9,27.8,0.3,12.2,17.2,21.1,0.0,0.0,4.7
2013,11,7.9,11.0,4.8,19.9,-4.0,5.0,12.4,170.8,0.0,0.0,1.9
2013,12,5.1,9.4,0.9,15.2,-3.4,4.0,8.3,41.7,0.0,0.0,3.7
2014,1,7.4,10.6,4.0,17.1,-1.2,4.3,11.0,132.6,0.0,0.0,2.1
2014,2,6.5,11.3,1.6,20.3,-2.0,6.1,10.2,84.8,0.0,0.0,4.4
2014,3,8.4,14.6,2.2,24.7,-1.9,7.4,8.2,165.0,2.0,0.0,5.3
2014,4,12.5,19.0,6.0,25.7,0.4,11.7,10.5,50.5,0.0,0.0,6.5
2014,5,12.4,18.4,6.2,25.8,1.5,12.7,10.5,35.3,0.0,0.0,6.5
2014,6,17.6,24.9,10.3,31.3,3.6,13.3,16.0,39.2,0.0,3.0,8.6
2014,7,18.8,25.4,12.2,35.8,7.5,19.2,16.4,45.6,0.0,4.0,7.1
2014,8,18.7,25.5,11.8,34.0,4.0,15.8,17.8,21.9,0.0,6.0,7.3
2014,9,18.9,26.2,11.6,32.0,6.4,18.1,16.0,55.4,0.0,6.0,6.8
2014,10,15.8,22.4,9.2,27.4,0.9,17.0,17.0,16.5,0.0,0.0,6.3
2014,11,10.4,14.0,6.8,19.6,0.0,8.5,11.4,137.2,1.0,0.0,2.7
2014,12,6.1,9.1,3.2,12.4,-5.8,3.4,7.6,135.8,1.0,0.0,1.9
2015,1,4.4,9.0,-0.2,15.3,-7.0,4.5,7.3,178.6,1.0,0.0,3.1
2015,2,3.5,6.7,0.2,12.4,-6.8,0.3,7.7,207.1,1.0,0.0,2.3
2015,3,8.3,13.3,3.2,21.8,-1.8,4.8,8.0,95.2,1.0,0.0,4.5
2015,4,11.8,18.1,5.5,25.1,-0.8,11.2,11.0,30.0,0.0,0.0,6.7
2015,5,14.5,20.5,8.4,32.4,4.2,12.3,15.2,10.4,0.0,3.0,6.3
2015,6,18.5,25.4,11.5,36.8,6.5,17.4,18.1,52.3,0.0,7.0,8.5
2015,7,21.3,28.5,14.1,37.2,8.3,18.4,17.5,19.4,0.0,12.0,8.2
2015,8,20.5,28.3,12.6,35.4,7.3,18.7,19.6,36.5,0.0,15.0,7.8
2015,9,15.3,21.1,9.4,26.9,5.2,15.2,14.5,30.9,0.0,0.0,5.8
2015,10,13.1,18.1,8.0,25.1,-1.4,13.2,15.4,39.8,0.0,0.0,4.5
2015,11,9.9,14.6,5.0,21.8,-1.6,4.6,10.2,75.5,0.0,0.0,3.8
2015,12,7.5,12.1,2.9,17.5,-3.3,6.1,8.5,11.8,0.0,0.0,4.1
2016,1,7.2,11.1,3.2,16.5,-3.2,7.0,11.4,88.3,0.0,0.0,2.5
2016,2,6.3,10.6,1.9,17.0,-5.4,5.4,7.8,203.4,1.0,0.0,3.7
2016,3,6.9,11.1,2.6,20.8,-2.5,6.8,8.3,137.4,1.0,0.0,3.5
2016,4,9.1,14.4,3.7,20.5,-2.6,8.5,10.2,59.2,0.0,0.0,5.3
2016,5,13.7,20.0,7.4,27.7,-1.4,12.6,12.0,32.9,0.0,0.0,6.7
2016,6,17.1,23.7,10.5,34.0,4.0,17.0,15.8,43.0,0.0,4.0,6.1
2016,7,19.6,26.2,13.0,38.0,5.5,19.5,17.6,7.6,0.0,7.0,6.8
2016,8,20.3,28.6,11.9,36.8,7.0,20.5,18.4,5.7,0.0,14.0,9.0
2016,9,18.4,25.9,10.8,36.6,6.0,16.4,16.6,36.2,0.0,9.0,6.3
2016,10,12.9,19.7,6.1,27.2,-0.6,12.3,14.0,13.6,0.0,0.0,5.6
2016,11,7.7,12.4,2.9,22.0,-1.4,5.8,9.6,100.6,1.0,0.0,2.9
2016,12,5.8,9.5,1.9,15.9,-3.2,4.5,7.0,17.6,0.0,0.0,2.8
2017,1,3.4,8.3,-1.6,13.5,-8.5,-0.5,7.6,101.6,0.0,0.0,3.7
2017,2,7.8,13.4,2.2,18.0,-2.0,6.7,8.8,55.2,0.0,0.0,4.3
2017,3,10.0,16.5,3.4,26.2,-3.5,6.2,7.8,37.5,0.0,0.0,6.3
2017,4,10.3,18.4,2.1,26.7,-3.4,8.2,8.2,15.4,0.0,0.0,8.5
2017,5,15.9,23.6,8.2,32.7,-1.6,14.4,16.4,55.7,0.0,4.0,7.3
2017,6,19.4,26.1,12.7,35.5,5.8,13.6,16.6,75.6,0.0,10.0,6.2
2017,7,19.9,26.6,13.2,35.6,7.5,15.3,17.0,26.3,0.0,9.0,7.3
2017,8,20.1,27.3,13.0,35.8,6.4,18.0,18.3,18.7,0.0,10.0,7.6
2017,9,15.6,22.4,8.7,30.2,3.5,15.5,13.4,17.7,0.0,1.0,6.5
2017,10,14.2,21.8,6.6,28.5,0.4,13.5,13.0,26.2,0.0,0.0,6.0
2017,11,7.8,13.1,2.5,19.7,-3.6,6.2,10.5,68.6,0.0,0.0,4.3
2017,12,5.4,9.4,1.3,16.3,-5.6,3.4,10.2,143.7,1.0,0.0,2.6
2018,1,6.2,10.2,2.2,16.5,-3.4,4.6,10.6,132.4,0.0,0.0,2.7
2018,2,4.0,7.5,0.4,17.4,-7.6,2.7,9.0,92.7,0.0,0.0,2.8
2018,3,8.0,12.5,3.5,18.5,-2.8,4.0,9.6,82.3,0.0,0.0,4.7
2018,4,11.8,17.3,6.2,26.2,0.2,8.0,12.3,117.4,0.0,0.0,5.7
2018,5,12.6,18.5,6.7,25.5,-0.2,10.9,12.5,54.4,0.0,0.0,5.2
2018,6,17.5,23.6,11.4,31.6,7.0,17.0,17.6,54.9,0.0,3.0,6.7
2018,7,20.8,27.1,14.5,31.4,10.5,21.4,19.4,73.0,0.0,3.0,8.2
2018,8,20.2,27.5,12.8,35.8,8.5,19.0,18.0,1.5,0.0,10.0,8.0
2018,9,19.1,26.9,11.3,32.4,3.9,19.6,17.0,6.6,0.0,5.0,7.7
2018,10,12.7,18.3,7.0,26.5,-0.6,6.7,12.5,101.3,1.0,0.0,5.0
2018,11,9.4,13.8,5.0,18.7,-1.2,7.1,11.7,80.6,0.0,0.0,3.8
2018,12,7.0,12.2,1.7,16.7,-3.6,4.5,9.0,24.3,0.0,0.0,3.2
2019,1,4.8,8.7,0.9,13.4,-7.7,4.5,6.9,196.3,2.0,0.0,2.5
2019,2,7.2,14.2,0.2,22.6,-3.0,5.2,5.0,52.0,1.0,0.0,6.5
2019,3,8.7,15.6,1.6,23.6,-2.9,8.1,6.3,19.2,0.0,0.0,7.3
2019,4,10.1,15.9,4.1,22.3,-3.5,9.0,10.5,70.0,0.0,0.0,5.5
2019,5,12.1,18.8,5.3,29.1,-1.6,11.5,11.0,50.0,0.0,0.0,6.9
2019,6,18.2,26.6,9.7,39.7,1.6,14.9,19.0,14.6,0.0,13.0,8.7
2019,7,20.6,28.0,13.2,38.9,7.1,17.0,18.6,53.6,0.0,10.0,7.8
2019,8,20.7,27.9,13.3,34.7,7.3,19.2,18.3,25.5,0.0,11.0,8.5
2019,9,17.2,23.9,10.6,29.4,3.6,14.8,15.6,42.1,0.0,0.0,6.6
2019,10,14.6,20.6,8.6,27.6,2.2,11.4,14.5,48.9,0.0,0.0,5.7
2019,11,8.7,12.2,5.1,21.9,-0.4,4.8,14.2,253.0,1.0,0.0,2.1
2019,12,6.8,11.2,2.4,17.3,-2.6,1.4,10.2,86.4,1.0,0.0,2.5
2020,1,5.5,9.9,1.0,17.7,-3.9,2.8,10.6,29.4,0.0,0.0,3.3
2020,2,9.0,15.3,2.6,21.7,-2.8,8.9,10.4,8.5,0.0,0.0,5.6
2020,3,8.5,14.6,2.3,23.7,-3.0,6.7,8.1,76.5,0.0,0.0,5.4
2020,4,12.8,18.1,7.6,23.1,-2.0,11.8,11.8,64.2,0.0,0.0,5.3
2020,5,15.7,22.9,8.4,29.4,3.5,13.9,13.3,110.7,1.0,0.0,7.8
2020,6,17.0,23.2,10.6,33.5,5.5,14.2,15.5,48.0,0.0,2.0,6.8
2020,7,19.6,27.1,12.0,37.1,5.0,18.6,16.5,8.7,0.0,8.0,8.7
2020,8,20.3,28.0,12.5,38.0,4.0,16.7,18.4,38.6,0.0,12.0,7.4
2020,9,17.3,24.7,9.8,32.8,4.5,12.7,16.6,70.2,0.0,7.0,7.0
2020,10,11.9,17.0,6.7,22.4,1.1,9.8,12.6,119.3,0.0,0.0,4.5
2020,11,9.8,15.0,4.6,21.1,-2.0,8.5,13.0,29.6,0.0,0.0,4.3
2020,12,6.4,9.6,3.1,15.4,-0.9,5.1,8.9,172.6,0.0,0.0,2.3
2021,1,4.9,8.7,1.2,17.6,-6.9,-1.3,9.6,78.1,0.0,0.0,2.5
2021,2,9.3,13.8,4.7,19.0,0.5,8.6,11.0,47.8,0.0,0.0,3.9
2021,3,8.5,13.9,3.0,23.2,-4.5,6.5,9.6,29.4,0.0,0.0,5.2
2021,4,9.7,15.4,3.9,21.8,-2.4,9.5,10.2,51.5,0.0,0.0,5.4
2021,5,13.0,20.0,5.9,29.6,1.0,12.6,12.6,80.8,1.0,0.0,7.1
2021,6,17.1,23.3,10.8,33.1,5.2,13.8,16.4,73.4,0.0,1.0,6.9
2021,7,19.0,25.8,12.1,36.7,6.0,16.4,18.4,2.2,0.0,7.0,7.7
2021,8,19.3,26.6,12.1,37.1,6.7,19.9,17.9,13.4,0.0,8.0,7.8
2021,9,18.5,24.5,12.4,34.0,7.4,17.5,19.8,54.9,0.0,4.0,5.2
2021,10,12.3,19.6,5.0,24.7,-1.2,14.4,12.0,26.7,0.0,0.0,5.7
2021,11,7.3,10.6,4.0,16.6,-1.0,4.0,9.4,174.8,2.0,0.0,2.5
