fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1994-1,8.0,10.5,5.4,18.2(12),-2.6(19),3.2,10.8,160.5,1.0,0.0,2.7
1994-2,9.5,12.7,6.2,24.0(26),0.4(14),5.0,13.6,159.4,1.0,0.0,3.9
1994-3,11.3,13.9,8.6,21.4(30),4.8(18),9.6,14.2,92.0,1.0,0.0,4.9
1994-4,9.8,12.6,7.1,24.6(29),2.2(15),7.0,13.6,266.1,3.0,0.0,4.4
1994-5,14.7,18.5,10.8,26.6(25),6.6(12),12.8,14.8,108.1,0.0,0.0,6.6
1994-6,16.7,20.0,13.4,33.6(23),10.4(12),15.4,17.4,121.4,2.0,1.0,7.7
1994-7,19.6,22.0,17.1,32.6(30),14.4(08),18.6,19.2,62.5,0.0,2.0,5.3
1994-8,20.2,22.8,17.5,29.6(04),14.6(24),18.4,20.2,54.6,0.0,0.0,4.1
1994-9,16.2,19.0,13.3,27.6(06),9.8(19),13.0,18.2,262.5,2.0,0.0,4.7
1994-10,15.4,18.1,12.7,22.8(14),7.4(06),12.8,18.2,185.6,2.0,0.0,4.7
1994-11,13.3,15.7,10.9,21.0(02),7.6(23),10.4,16.2,81.6,0.0,0.0,3.4
1994-12,10.3,12.3,8.2,18.8(04),0.4(23),3.6,14.8,194.2,2.0,0.0,2.3
1994-13,13.8,16.5,10.9,33.6(23/jun),-2.6(19/ene),3.2,20.2,1748.5,14.0,3.0,4.6
1995-1,8.6,11.4,5.9,18.0(25),-1.4(04),4.6,12.4,216.1,1.0,0.0,3.3
1995-2,10.4,13.7,7.0,20.0(20),2.0(28),7.0,11.4,144.2,1.0,0.0,4.2
1995-3,9.6,12.5,6.6,20.6(23),2.8(21),8.4,11.6,142.8,1.0,0.0,5.3
1995-4,10.6,13.3,7.8,25.6(03),2.8(21),6.6,11.0,62.1,0.0,0.0,6.3
1995-5,15.4,18.7,12.1,28.2(05),5.4(14),11.2,18.4,116.8,1.0,0.0,6.6
1995-6,16.2,18.8,13.7,26.6(19),10.8(04),15.2,17.2,18.1,0.0,0.0,7.6
1995-7,20.2,23.4,16.9,36.2(25),13.2(03),18.0,19.8,110.7,0.0,3.0,6.8
1995-8,19.6,21.9,17.4,27.8(10),12.0(29),19.0,19.8,113.4,1.0,0.0,5.9
1995-9,16.0,18.9,13.0,27.4(09),9.6(27),14.6,16.6,186.2,1.0,0.0,5.3
1995-10,18.4,21.9,15.0,27.2(03),8.8(22),13.8,20.6,19.0,0.0,0.0,5.9
1995-11,12.5,15.6,9.3,22.2(01),3.2(05),9.6,15.4,64.2,0.0,0.0,4.8
1995-12,10.0,12.6,7.5,18.4(24),-2.0(15),1.2,14.6,118.0,0.0,0.0,2.4
1995-13,14.0,16.9,11.0,36.2(25/jul),-2.0(15/dic),1.2,20.6,1311.6,6.0,3.0,5.4
1996-1,11.5,14.0,9.0,17.4(01),5.0(22),10.4,13.0,82.5,1.0,0.0,3.7
1996-2,6.6,9.4,3.7,15.2(25),-3.2(22),2.0,8.2,247.5,2.0,0.0,2.6
1996-3,10.4,13.4,7.4,23.8(24),1.4(06),6.6,17.8,70.7,0.0,0.0,6.6
1996-4,11.6,14.7,8.6,22.6(21),1.6(04),7.6,14.6,77.0,0.0,0.0,6.2
1996-5,13.9,17.5,10.4,33.2(30),6.2(02),12.4,15.8,90.5,0.0,1.0,7.7
1996-6,17.6,20.4,14.9,32.4(06),10.4(02),14.4,20.4,74.0,0.0,2.0,6.6
1996-7,18.9,21.4,16.3,35.0(22),12.4(07),17.2,19.6,84.8,0.0,1.0,7.2
1996-8,18.4,20.8,15.9,29.6(04),13.0(30),17.4,18.2,197.3,1.0,0.0,4.8
1996-9,16.1,18.9,13.2,27.0(30),10.2(15),15.8,16.2,77.7,0.0,0.0,6.7
1996-10,14.8,17.5,12.1,27.8(23),7.6(31),11.6,18.2,143.9,1.0,0.0,5.9
1996-11,10.6,13.2,8.0,19.6(04),1.6(16),6.4,12.6,289.7,3.0,0.0,2.3
1996-12,8.9,11.0,6.8,16.6(21),-2.4(29),2.2,13.2,167.1,2.0,0.0,2.8
1996-13,13.3,16.0,10.5,35.0(22/jul),-3.2(22/feb),2.0,20.4,1602.7,10.0,4.0,5.3
