fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1973-1,7.2,9.7,4.7,15.9(12),1.6(22),5.0,8.2,128.4,1.0,0.0,2.6
1973-2,6.5,9.1,3.8,16.4(08),0.1(04),4.0,6.8,196.1,1.0,0.0,3.3
1973-3,8.4,12.0,4.8,21.7(04),0.0(11),5.6,9.4,67.8,0.0,0.0,5.8
1973-4,9.8,13.1,6.4,24.4(30),0.7(10),6.6,15.0,82.1,0.0,0.0,4.8
1973-5,15.8,20.2,11.4,31.1(25),6.1(06),12.0,18.3,111.7,1.0,1.0,7.0
1973-6,16.4,19.3,13.5,28.6(25),8.4(02),12.4,19.0,140.6,0.0,0.0,4.1
1973-7,17.9,20.5,15.2,24.0(03),12.2(23),17.0,18.0,93.0,0.0,0.0,4.0
1973-8,20.5,23.4,17.5,31.5(10),14.2(05),18.6,20.2,126.2,1.0,2.0,5.1
1973-9,18.6,22.5,14.6,33.0(03),8.0(24),12.5,22.0,227.9,3.0,2.0,5.0
1973-10,14.0,17.6,10.3,23.2(05),6.5(21),12.2,14.1,37.1,0.0,0.0,5.0
1973-11,10.9,14.2,7.6,22.0(01),-0.8(27),5.4,17.0,144.6,1.0,0.0,5.4
1973-12,7.3,9.9,4.8,15.0(20),-6.7(03),2.0,10.2,176.6,0.0,0.0,2.4
1973-13,12.8,16.0,9.6,33.0(03/sep),-6.7(03/dic),2.0,22.0,1532.1,8.0,5.0,4.5
1974-1,10.3,13.6,7.0,19.8(10),2.2(02),6.8,12.1,65.3,0.0,0.0,3.5
1974-2,7.8,10.5,5.1,17.5(09),2.1(02),5.3,10.3,190.9,0.0,0.0,2.9
1974-3,9.4,12.5,6.2,21.2(17),0.0(05),6.5,11.0,207.2,1.0,0.0,3.3
1974-4,10.4,14.0,6.7,21.9(01),3.0(27),9.2,11.0,189.5,1.0,0.0,3.8
1974-5,12.9,16.6,9.2,29.4(15),4.4(02),10.0,16.0,111.6,0.0,0.0,4.8
1974-6,16.4,20.3,12.5,30.3(21),9.5(07),14.1,18.7,56.5,0.0,1.0,7.3
1974-7,17.6,21.0,14.1,31.0(02),12.0(04),16.7,16.5,103.1,0.0,1.0,4.8
1974-8,18.5,22.4,14.5,36.4(15),9.7(31),16.6,18.0,74.6,0.0,2.0,6.1
1974-9,16.3,19.7,12.8,29.5(11),7.2(29),13.7,21.8,178.9,0.0,0.0,4.3
1974-10,10.0,12.7,7.4,17.0(01),1.4(30),7.8,10.5,403.0,4.0,0.0,1.6
1974-11,11.1,13.8,8.4,18.5(22),4.0(05),8.4,15.6,187.7,2.0,0.0,2.5
1974-12,9.4,11.5,7.3,18.3(25),3.0(31),7.8,11.8,71.9,0.0,0.0,2.8
1974-13,12.5,15.7,9.3,36.4(15/ago),0.0(05/mar),5.3,21.8,1840.2,8.0,4.0,4.0
1975-1,9.6,12.3,6.9,18.5(14),2.0(06),5.4,12.8,92.8,0.0,0.0,3.0
1975-2,9.8,12.7,6.9,17.6(08),2.8(02),7.8,13.0,43.1,0.0,0.0,4.0
1975-3,7.6,10.3,4.8,18.0(01),-0.5(19),6.2,9.5,233.6,2.0,0.0,2.7
1975-4,9.6,12.4,6.8,23.4(28),0.0(01),6.9,13.0,151.8,1.0,0.0,2.7
1975-5,12.3,14.7,9.8,22.6(20),4.4(06),9.9,16.0,131.9,0.0,0.0,4.6
1975-6,16.0,18.8,13.2,27.6(06),8.4(02),13.2,17.6,27.6,0.0,0.0,5.6
1975-7,19.6,23.5,15.7,38.0(31),12.6(01),18.6,19.0,16.0,0.0,2.0,8.9
1975-8,20.1,23.5,16.8,35.6(03),13.0(31),17.8,20.6,102.2,1.0,3.0,6.3
1975-9,17.6,21.0,14.2,27.6(29),9.0(15),14.2,17.2,96.4,0.0,0.0,4.7
1975-10,14.8,17.9,11.7,26.8(02),3.0(13),6.2,17.4,87.0,1.0,0.0,4.0
1975-11,9.9,12.8,7.0,20.6(15),1.6(23),7.0,14.4,284.4,2.0,0.0,2.7
1975-12,5.9,8.5,3.4,13.8(11),-1.0(19),3.0,8.6,96.8,0.0,0.0,1.8
1975-13,12.7,15.7,9.8,38.0(31/jul),-1.0(19/dic),3.0,20.6,1363.6,7.0,5.0,4.3
