fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1979-1,7.7,10.5,4.8,14.6(19),-1.4(02),4.4,8.6,391.5,5.0,0.0,
1979-2,8.5,11.4,5.7,20.4(09),-2.8(16),2.8,12.0,145.9,1.0,0.0,2.2
1979-3,9.0,12.2,5.8,20.4(25),1.4(29),7.0,13.0,209.8,1.0,0.0,3.4
1979-4,9.7,12.2,7.2,19.6(13),2.4(06),8.0,12.8,270.4,2.0,0.0,2.4
1979-5,12.9,16.4,9.3,28.8(28),5.4(03),10.0,19.6,117.8,0.0,0.0,5.8
1979-6,15.5,18.1,12.8,25.2(09),10.2(08),13.6,16.2,99.8,0.0,0.0,4.9
1979-7,18.1,21.1,15.1,29.8(25),11.2(03),17.4,18.2,87.1,1.0,0.0,
1979-8,17.6,20.6,14.7,26.0(13),11.6(16),15.4,18.0,139.5,1.0,0.0,
1979-9,17.4,20.3,14.6,30.0(05),8.6(23),12.4,18.0,109.7,0.0,1.0,
1979-10,15.4,18.6,12.1,27.4(03),7.2(26),10.4,17.0,164.8,0.0,0.0,
1979-11,10.0,12.9,7.2,23.0(29),0.4(23),5.8,15.8,311.8,5.0,0.0,3.7
1979-12,10.2,13.2,7.3,22.0(02),-1.6(21),3.0,13.0,158.2,1.0,0.0,3.2
1979-13,12.7,15.6,9.7,30.0(05/sep),-2.8(16/feb),2.8,19.6,2206.3,17.0,1.0,
1980-1,7.1,10.1,4.1,18.0(26),-4.6(13),-0.8,10.0,148.7,0.0,0.0,2.3
1980-2,9.9,13.0,6.7,19.8(18),2.4(29),6.6,10.8,57.8,0.0,0.0,3.4
1980-3,8.7,11.9,5.5,26.2(31),1.0(15),4.6,14.4,187.9,1.0,0.0,2.2
1980-4,9.6,12.5,6.8,21.0(11),3.0(06),8.6,11.6,47.0,0.0,0.0,3.6
1980-5,11.8,14.7,9.0,27.0(11),6.4(01),10.2,15.4,263.1,3.0,0.0,2.3
1980-6,15.0,18.4,11.7,30.0(04),8.2(09),13.2,15.4,96.5,1.0,1.0,4.7
1980-7,16.4,20.1,12.8,33.0(28),10.4(06),15.4,17.6,81.9,0.0,2.0,6.2
1980-8,19.0,22.1,15.9,29.0(29),13.0(17),18.8,19.6,54.7,0.0,0.0,6.1
1980-9,18.6,22.1,15.0,30.4(18),12.6(06),17.4,18.8,132.9,1.0,1.0,5.0
1980-10,14.5,17.7,11.3,26.4(03),4.4(20),11.6,18.0,268.0,3.0,0.0,3.1
1980-11,10.8,14.3,7.4,25.2(01),-1.0(30),3.2,14.4,123.1,1.0,0.0,4.0
1980-12,7.0,9.7,4.2,18.6(14),-2.6(02),0.8,10.4,257.1,2.0,0.0,3.2
1980-13,12.4,15.6,9.2,33.0(28/jul),-4.6(13/ene),-0.8,19.6,1718.7,12.0,4.0,3.8
1981-1,6.9,9.1,4.6,16.0(31),-0.6(11),1.8,8.2,293.5,2.0,0.0,2.5
1981-2,6.8,9.6,3.9,15.2(08),-1.8(20),1.2,8.2,102.8,0.0,0.0,3.9
1981-3,12.6,16.5,8.7,24.6(10),1.6(19),8.2,16.6,110.8,0.0,0.0,3.8
1981-4,10.7,13.8,7.7,21.4(13),2.4(27),8.4,16.0,128.6,1.0,0.0,3.3
1981-5,13.6,17.4,9.8,29.0(30),6.2(03),9.8,19.0,95.1,0.0,0.0,5.3
1981-6,16.4,20.1,12.7,29.0(01),8.6(04),14.6,17.0,61.7,0.0,0.0,7.6
1981-7,17.0,20.3,13.7,35.0(29),11.0(02),16.4,19.4,128.8,1.0,3.0,5.3
1981-8,19.1,22.0,16.1,33.8(15),13.8(08),18.0,19.8,99.4,1.0,1.0,6.1
1981-9,17.9,21.6,14.3,30.4(20),8.6(28),15.4,21.0,119.4,0.0,1.0,5.0
1981-10,14.7,18.1,11.3,26.0(16),6.2(22),10.8,16.0,294.4,1.0,0.0,3.2
1981-11,11.6,14.5,8.8,20.6(01),3.0(15),8.4,13.0,32.6,0.0,0.0,4.8
1981-12,9.1,11.8,6.5,19.0(13),0.4(19),6.2,11.2,335.4,1.0,0.0,1.1
1981-13,13.0,16.2,9.8,35.0(29/jul),-1.8(20/feb),1.2,21.0,1802.5,7.0,5.0,4.3
