fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1982-1,10.6,12.9,8.2,19.6(07),1.8(28),5.6,14.4,112.2,1.0,0.0,1.8
1982-2,9.4,12.0,6.8,17.8(09),3.0(02),7.0,11.0,151.7,0.0,0.0,2.8
1982-3,8.8,11.6,6.1,20.4(03),3.6(06),7.8,10.2,194.2,1.0,0.0,4.4
1982-4,10.5,13.4,7.6,23.4(04),2.8(14),8.8,14.0,7.9,0.0,0.0,5.7
1982-5,14.0,17.6,10.4,30.0(25),3.0(06),10.8,18.4,73.5,0.0,1.0,5.9
1982-6,17.4,21.3,13.5,33.2(17),10.6(13),16.4,15.4,69.5,0.0,1.0,5.0
1982-7,19.1,22.3,15.9,37.6(08),13.0(31),16.0,18.6,66.1,0.0,3.0,5.0
1982-8,18.0,20.9,15.1,32.6(11),12.0(22),16.6,17.8,123.6,1.0,1.0,4.3
1982-9,19.2,22.7,15.6,29.8(14),11.2(25),16.8,21.8,62.6,0.0,0.0,5.5
1982-10,14.4,17.4,11.4,24.6(01),6.8(23),11.6,15.4,323.4,2.0,0.0,2.5
1982-11,11.7,14.3,9.2,22.8(01),2.2(29),5.6,16.2,189.5,2.0,0.0,3.0
1982-12,8.4,10.9,6.0,17.2(07),0.4(23),6.2,12.0,278.1,3.0,0.0,
1982-13,13.5,16.4,10.5,37.6(08/jul),0.4(23/dic),5.6,21.8,1652.3,10.0,6.0,
1983-1,9.2,12.2,6.3,18.6(26),-1.0(21),4.2,11.6,48.7,0.0,0.0,3.0
1983-2,6.8,9.5,4.1,17.6(25),-5.0(12),-0.2,12.4,160.2,0.0,0.0,2.3
1983-3,9.6,12.5,6.6,22.0(08),2.8(07),8.2,10.6,135.1,0.0,0.0,2.5
1983-4,11.9,15.9,7.9,23.8(09),4.0(02),8.4,16.4,124.8,0.0,0.0,3.8
1983-5,12.8,16.4,9.3,27.2(31),6.0(21),9.2,15.0,112.4,0.0,0.0,3.9
1983-6,16.9,20.2,13.7,31.4(06),10.6(20),15.8,16.4,80.1,0.0,2.0,5.2
1983-7,20.0,22.6,17.5,30.8(30),13.4(01),18.6,19.0,138.7,1.0,3.0,2.5
1983-8,18.8,21.1,16.5,29.2(18),13.8(04),18.4,18.6,337.0,6.0,0.0,4.1
1983-9,18.6,22.2,15.1,31.2(23),10.0(13),16.6,25.2,36.9,0.0,3.0,5.7
1983-10,15.6,19.1,12.1,28.6(03),6.0(29),10.4,18.8,86.6,1.0,0.0,4.4
1983-11,14.2,16.6,11.8,20.6(06),5.0(19),10.2,17.0,50.5,0.0,0.0,2.1
1983-12,9.3,12.0,6.7,21.2(24),0.4(08),6.6,14.4,54.0,0.0,0.0,2.8
1983-13,13.6,16.7,10.6,31.4(06/jun),-5.0(12/feb),-0.2,25.2,1365.0,8.0,8.0,3.5
1984-1,8.2,10.6,5.7,15.2(14),0.0(11),5.4,8.6,299.6,2.0,0.0,2.0
1984-2,6.2,8.4,3.9,13.6(18),-0.6(15),3.6,9.4,196.2,2.0,0.0,2.1
1984-3,7.4,10.4,4.3,16.6(25),-1.0(09),4.4,8.4,69.8,0.0,0.0,4.0
1984-4,12.6,15.8,9.4,27.4(22),2.2(03),8.0,17.6,62.1,0.0,0.0,6.8
1984-5,10.5,13.4,7.7,19.4(01),4.6(17),10.0,9.6,229.6,2.0,0.0,2.4
1984-6,15.6,18.8,12.5,28.0(14),6.6(06),12.6,18.0,68.1,0.0,0.0,4.8
1984-7,18.8,22.2,15.4,33.2(23),12.4(12),18.2,18.0,25.3,0.0,3.0,6.7
1984-8,18.3,21.3,15.4,31.8(20),13.6(05),18.2,18.8,120.8,1.0,2.0,4.4
1984-9,16.6,19.6,13.6,32.0(01),9.8(24),14.4,19.4,167.6,0.0,1.0,3.8
1984-10,14.6,17.8,11.3,24.0(24),7.8(06),13.6,15.0,142.0,1.0,0.0,4.0
1984-11,12.4,14.9,9.8,21.8(23),4.4(27),9.4,16.6,221.7,2.0,0.0,2.0
1984-12,8.6,11.4,5.9,17.6(12),-1.6(30),4.6,10.6,162.0,1.0,0.0,2.7
1984-13,12.5,15.4,9.6,33.2(23/jul),-1.6(30/dic),3.6,19.4,1764.8,11.0,6.0,3.8
