fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1985-1,4.0,7.0,1.1,15.4(21),-10.0(06),-3.5,11.4,141.8,0.0,0.0,1.2
1985-2,10.7,14.0,7.4,20.4(07),0.6(20),6.6,14.4,63.6,0.0,0.0,3.9
1985-3,7.5,10.4,4.6,18.0(30),0.4(20),5.4,11.4,218.9,0.0,0.0,1.8
1985-4,11.5,15.1,7.9,26.6(03),4.8(14),10.2,12.8,84.3,0.0,0.0,4.4
1985-5,12.3,15.3,9.2,28.0(31),2.8(06),9.0,16.6,253.2,3.0,0.0,2.7
1985-6,16.3,19.2,13.3,26.4(01),10.0(09),14.0,17.6,59.6,0.0,0.0,4.7
1985-7,19.1,22.1,16.0,34.0(13),14.0(21),18.0,19.4,79.1,0.0,2.0,4.4
1985-8,18.0,21.4,14.7,28.8(08),10.8(27),17.2,17.4,92.3,1.0,0.0,5.9
1985-9,19.4,23.0,15.7,31.0(30),11.0(17),18.0,19.6,3.5,0.0,2.0,5.9
1985-10,15.9,19.1,12.8,30.0(02),7.8(30),13.6,18.4,93.1,1.0,2.0,5.3
1985-11,8.3,11.3,5.3,24.6(08),-3.0(20),3.0,16.4,166.5,2.0,0.0,2.9
1985-12,9.9,12.6,7.2,21.6(03),-3.6(31),1.2,18.0,96.9,0.0,0.0,3.9
1985-13,12.7,15.9,9.6,34.0(13/jul),-10.0(06/ene),-3.5,19.6,1352.8,7.0,6.0,3.9
1986-1,7.9,10.3,5.6,15.0(11),1.4(30),5.4,9.2,303.4,1.0,0.0,1.8
1986-2,6.9,9.5,4.4,18.0(16),-5.8(11),0.0,11.6,128.1,0.0,0.0,2.7
1986-3,9.5,12.8,6.3,20.6(24),2.0(09),8.0,11.0,111.1,0.0,0.0,4.1
1986-4,7.3,10.2,4.4,17.0(21),-0.4(12),4.6,7.8,332.5,2.0,0.0,2.9
1986-5,13.7,17.6,9.9,29.0(19),4.4(02),11.6,13.6,65.5,0.0,0.0,6.3
1986-6,15.7,18.6,12.7,32.2(26),8.6(08),13.0,15.6,107.8,1.0,1.0,5.6
1986-7,17.9,20.5,15.3,34.0(28),13.6(01),18.0,17.4,15.3,0.0,1.0,6.1
1986-8,18.0,21.4,14.5,32.4(16),10.0(28),15.2,18.0,104.9,1.0,1.0,7.0
1986-9,17.3,20.0,14.6,30.0(13),11.6(30),14.6,20.0,156.1,2.0,1.0,5.4
1986-10,15.4,18.1,12.8,23.4(03),6.2(30),11.8,16.4,63.9,0.0,0.0,3.9
1986-11,11.2,14.1,8.3,18.8(14),2.6(28),8.8,13.8,150.6,2.0,0.0,4.7
1986-12,9.5,12.1,6.9,18.0(07),0.2(23),4.2,12.6,193.4,0.0,0.0,2.8
1986-13,12.5,15.4,9.6,34.0(28/jul),-5.8(11/feb),0.0,20.0,1732.6,9.0,4.0,4.4
1987-1,5.8,8.6,2.9,18.0(27),-3.8(12),0.0,12.2,122.1,0.0,0.0,2.7
1987-2,7.6,10.1,5.1,20.4(27),-3.0(20),1.0,12.2,221.2,2.0,0.0,2.1
1987-3,9.5,12.6,6.4,19.8(01),1.6(15),6.8,11.6,103.0,0.0,0.0,4.5
1987-4,13.4,17.1,9.8,26.0(23),4.6(01),10.4,17.4,104.1,0.0,0.0,6.8
1987-5,12.6,15.6,9.6,26.2(25),4.6(04),10.0,12.6,48.5,0.0,0.0,5.3
1987-6,15.3,18.4,12.2,29.0(28),8.6(08),12.0,16.8,135.8,1.0,0.0,6.6
1987-7,18.1,20.3,15.8,26.6(13),12.4(22),16.0,18.4,81.1,0.0,0.0,4.5
1987-8,19.2,22.3,16.1,32.0(13),12.4(08),18.4,19.0,77.4,0.0,2.0,5.9
1987-9,20.2,24.1,16.4,35.0(16),10.0(29),15.4,23.0,36.8,0.0,6.0,6.9
1987-10,15.7,19.2,12.2,23.6(04),7.4(11),12.4,17.4,215.0,2.0,0.0,2.9
1987-11,10.8,13.5,8.0,20.2(04),0.6(24),6.2,13.4,221.1,2.0,0.0,3.3
1987-12,11.3,13.8,8.7,21.6(17),1.0(01),4.6,17.2,43.5,1.0,0.0,3.4
1987-13,13.3,16.3,10.3,35.0(16/sep),-3.8(12/ene),0.0,23.0,1409.6,8.0,8.0,4.6
