fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1979-1,8.7,12.6,4.8,16.0(14),0.4(02),8.4,10.0,232.5,2.0,0.0,2.2
1979-2,9.7,13.6,5.9,22.2(09),-0.4(16),4.0,12.8,123.9,0.0,0.0,2.2
1979-3,10.2,14.9,5.5,24.0(25),1.0(08),8.8,13.8,130.3,0.0,0.0,2.9
1979-4,11.5,15.0,8.0,23.2(13),2.8(05),11.2,13.2,185.7,0.0,0.0,2.4
1979-5,14.1,18.9,9.3,29.0(28),3.0(07),12.4,17.0,61.4,0.0,0.0,5.1
1979-6,16.9,21.4,12.4,26.6(03),8.2(07),16.8,16.8,37.8,0.0,0.0,4.3
1979-7,19.7,25.2,14.3,34.0(25),9.4(05),18.8,19.4,38.1,0.0,3.0,5.8
1979-8,19.1,23.5,14.7,30.6(13),11.0(22),17.4,19.0,81.5,0.0,1.0,3.9
1979-9,18.5,23.4,13.6,32.4(05),7.4(23),15.2,18.8,78.0,0.0,3.0,3.2
1979-10,16.3,20.7,11.8,28.2(03),6.6(19),12.8,17.2,190.9,3.0,0.0,3.0
1979-11,10.7,15.4,6.0,25.6(29),0.0(23),9.6,12.6,220.7,2.0,0.0,3.3
1979-12,10.8,14.9,6.7,21.6(02),0.4(20),3.8,14.8,190.3,2.0,0.0,2.3
1979-13,13.9,18.3,9.4,34.0(25/jul),-0.4(16/feb),3.8,19.4,1571.1,9.0,7.0,3.4
1980-1,8.6,12.7,4.4,20.0(26),-3.6(16),4.8,10.0,96.6,0.0,0.0,2.2
1980-2,11.2,15.6,6.7,23.0(04),0.6(13),8.6,12.6,30.7,0.0,0.0,3.8
1980-3,10.7,15.2,6.1,29.8(31),1.6(01),9.0,14.8,115.8,0.0,0.0,2.8
1980-4,10.9,14.8,6.9,23.4(11),0.6(22),10.6,13.2,61.7,0.0,0.0,4.3
1980-5,13.6,17.7,9.5,28.6(11),6.0(20),11.8,15.4,178.9,1.0,0.0,3.3
1980-6,16.6,20.9,12.3,33.8(03),7.6(28),16.0,15.6,75.6,0.0,1.0,4.5
1980-7,17.6,23.0,12.2,34.6(28),8.2(17),17.6,17.4,53.8,0.0,2.0,6.5
1980-8,20.3,25.3,15.2,31.6(02),12.0(17),19.6,18.4,26.6,0.0,2.0,6.3
1980-9,19.6,25.0,14.3,32.4(16),9.8(24),17.6,17.4,8.2,0.0,4.0,5.9
1980-10,15.3,19.9,10.8,30.2(03),4.2(20),13.0,16.2,250.4,2.0,1.0,3.2
1980-11,11.9,15.8,7.9,25.8(01),0.8(05),5.8,13.6,130.9,1.0,0.0,3.7
1980-12,7.8,11.8,3.9,17.6(14),-3.8(08),5.8,11.2,197.5,2.0,0.0,2.7
1980-13,13.7,18.1,9.2,34.6(28/jul),-3.8(08/dic),4.8,18.4,1226.7,6.0,10.0,4.1
