fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1997-1,9.7,13.2,6.1,19.4(31),-0.2(02),7.3,11.4,163.5,1.0,0.0,3.2
1997-2,12.1,17.9,6.3,25.0(28),1.6(16),12.4,14.6,20.2,0.0,0.0,4.7
1997-3,12.4,18.9,5.9,27.7(03),1.0(30),13.8,13.3,11.7,0.0,0.0,7.1
1997-4,12.8,19.1,6.5,24.6(26),0.6(23),11.4,16.2,37.3,0.0,0.0,7.3
1997-5,17.2,22.5,11.8,31.8(02),5.4(08),11.4,17.6,77.4,0.0,1.0,5.8
1997-6,18.3,22.8,13.7,32.0(06),8.5(28),17.0,18.8,91.3,0.0,2.0,5.6
1997-7,19.2,22.9,15.5,27.7(08),11.3(01),16.2,20.1,117.2,1.0,0.0,4.6
1997-8,22.1,26.6,17.6,34.0(09),13.2(30),20.4,21.8,89.5,0.0,4.0,6.0
1997-9,19.9,25.1,14.7,31.0(17),9.8(15),18.5,18.4,46.4,0.0,5.0,6.6
1997-10,18.5,23.3,13.8,30.6(09),5.4(31),13.8,20.6,39.0,0.0,2.0,4.7
1997-11,13.4,17.4,9.4,22.4(17),4.2(23),12.2,15.5,185.6,1.0,0.0,2.8
1997-12,10.6,14.4,6.7,20.0(11),-1.0(06),4.6,12.6,144.0,0.0,0.0,2.7
1997-13,15.5,20.3,10.7,34.0(09/ago),-1.0(06/dic),4.6,21.8,1023.1,3.0,14.0,5.1
1998-1,10.7,15.1,6.3,21.8(03),-2.7(26),6.0,13.6,65.7,1.0,0.0,4.3
1998-2,11.8,16.9,6.6,25.2(14),-1.4(06),10.4,14.1,43.3,0.0,0.0,5.4
1998-3,12.6,17.5,7.7,28.0(27),2.0(25),11.6,15.3,43.3,0.0,0.0,4.5
1998-4,12.4,17.0,7.7,25.4(21),2.6(11),8.1,13.8,177.4,0.0,0.0,4.2
1998-5,15.7,20.3,11.1,28.8(07),7.5(07),13.0,16.0,90.5,0.0,0.0,5.6
1998-6,18.6,23.4,13.7,37.3(19),8.8(17),17.0,16.9,38.2,0.0,3.0,6.2
1998-7,19.8,24.4,15.2,30.0(22),10.4(15),20.6,18.6,39.1,0.0,1.0,6.3
1998-8,20.8,26.0,15.6,35.4(09),8.8(29),21.4,20.3,62.4,0.0,4.0,7.0
1998-9,19.5,24.3,14.6,32.3(06),11.2(18),17.6,19.5,109.8,0.0,1.0,5.4
1998-10,14.8,19.2,10.4,25.2(16),5.8(31),14.6,15.0,311.3,2.0,0.0,3.7
1998-11,10.7,15.0,6.4,23.9(09),-3.2(22),9.6,15.1,173.6,1.0,0.0,3.2
1998-12,9.0,13.4,4.6,19.8(14),-0.5(22),7.3,12.4,57.7,0.0,0.0,2.9
1998-13,14.7,19.4,10.0,37.3(19/jun),-3.2(22/nov),6.0,20.3,1212.3,4.0,9.0,4.9
1999-1,10.1,14.0,6.1,23.4(06),-3.0(31),6.2,13.0,114.6,0.0,0.0,3.5
1999-2,8.1,11.6,4.6,21.0(26),-2.5(13),7.0,10.1,142.5,0.0,0.0,1.5
1999-3,11.6,16.2,7.0,26.3(31),0.0(01),8.0,12.6,111.9,0.0,0.0,4.7
1999-4,13.2,18.3,8.1,25.0(04),1.6(16),12.0,12.6,69.9,0.0,0.0,6.2
1999-5,16.9,22.0,11.8,33.5(26),8.4(16),15.3,16.3,84.2,0.0,2.0,6.1
1999-6,17.5,22.3,12.8,32.3(24),7.0(09),16.5,16.2,21.0,0.0,1.0,6.7
1999-7,20.8,25.5,16.1,30.8(02),12.4(23),20.8,19.0,19.2,0.0,1.0,6.9
1999-8,21.6,26.7,16.4,32.2(23),12.6(21),20.8,20.6,19.8,0.0,2.0,6.9
1999-9,20.6,26.7,14.5,34.5(02),9.8(19),18.6,19.4,49.2,0.0,7.0,6.1
1999-10,15.9,21.5,10.3,29.0(28),3.0(06),16.4,17.3,37.2,0.0,0.0,4.4
1999-11,9.7,13.6,5.7,25.5(01),-0.6(21),4.2,15.4,166.7,0.0,0.0,2.4
1999-12,8.8,13.5,4.1,20.3(27),-1.7(21),7.8,11.1,164.2,1.0,0.0,2.3
1999-13,14.6,19.3,9.8,34.5(02/sep),-3.0(31/ene),4.2,20.6,1000.4,1.0,13.0,4.8
