fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1988-1,11.6,15.8,7.5,21.8(27),2.5(12),11.1,14.3,151.9,0.0,0.0,2.7
1988-2,9.8,14.5,5.0,21.6(13),-0.6(20),6.4,11.9,133.1,0.0,0.0,4.2
1988-3,10.8,16.3,5.3,26.3(19),-2.0(03),9.8,12.7,115.6,0.0,0.0,4.4
1988-4,13.9,18.7,9.0,28.6(21),4.6(02),11.5,15.0,171.7,1.0,0.0,3.8
1988-5,16.2,21.4,11.0,28.0(07),7.7(21),15.1,15.4,69.8,0.0,0.0,4.6
1988-6,18.5,23.2,13.7,29.3(23),8.3(07),17.4,17.9,80.6,1.0,0.0,5.4
1988-7,19.8,25.7,13.8,32.3(22),10.7(16),18.8,18.1,99.5,1.0,4.0,7.3
1988-8,20.6,25.7,15.4,38.3(27),8.2(30),21.0,19.6,67.0,1.0,2.0,5.0
1988-9,19.2,24.5,13.7,41.7(07),9.4(30),16.0,18.4,74.0,0.0,6.0,5.0
1988-10,17.8,24.0,11.5,30.0(09),6.2(01),16.5,18.7,12.6,0.0,1.0,5.3
1988-11,13.1,19.1,7.0,26.1(09),-6.2(23),8.4,15.8,10.1,0.0,0.0,5.4
1988-12,8.7,12.7,4.6,17.1(04),-2.5(31),7.2,10.0,82.1,0.0,0.0,2.9
1988-13,15.0,20.1,9.8,41.7(07/sep),-6.2(23/nov),6.4,19.6,1068.0,4.0,13.0,4.7
1989-1,7.9,13.9,1.8,19.2(12),-2.6(03),7.0,6.8,45.2,1.0,0.0,4.6
1989-2,10.2,16.5,3.8,24.4(18),-0.5(16),9.5,9.0,113.7,1.0,0.0,4.7
1989-3,12.3,18.4,6.2,29.1(26),0.2(20),11.6,12.0,54.0,0.0,0.0,4.8
1989-4,11.1,16.2,5.9,22.4(09),2.9(22),10.7,9.9,259.9,1.0,0.0,4.5
1989-5,17.4,23.8,11.0,31.7(04),3.8(02),14.8,15.9,42.1,0.0,3.0,7.4
1989-6,18.9,24.6,13.2,31.4(12),4.4(05),17.0,17.0,27.3,0.0,1.0,8.3
1989-7,21.7,27.6,15.8,37.6(21),12.5(03),22.4,20.4,17.0,0.0,7.0,7.8
1989-8,21.3,27.0,15.5,31.4(09),10.2(29),22.2,20.5,32.9,0.0,3.0,7.0
1989-9,18.5,25.0,12.0,34.0(21),7.5(30),18.2,17.2,35.3,0.0,6.0,7.3
1989-10,17.4,23.3,11.5,30.4(04),4.6(16),16.8,17.3,24.0,0.0,2.0,5.7
1989-11,14.7,18.6,10.8,24.8(13),4.7(10),12.0,16.5,158.8,3.0,0.0,3.2
1989-12,14.0,18.4,9.7,23.5(16),4.2(05),12.4,18.6,13.8,0.0,0.0,3.8
1989-13,15.5,21.1,9.8,37.6(21/jul),-2.6(03/ene),7.0,20.5,824.0,6.0,22.0,5.8
1990-1,9.4,15.0,3.8,19.5(25),-0.6(22),8.5,10.0,87.0,1.0,0.0,4.2
1990-2,13.3,18.7,7.9,26.8(23),3.2(14),14.0,14.5,39.3,0.0,0.0,4.6
1990-3,12.6,18.7,6.4,29.0(21),-2.7(04),11.3,16.3,32.5,0.0,0.0,6.0
1990-4,11.6,15.7,7.5,25.8(30),3.8(04),10.5,13.4,216.3,2.0,0.0,3.2
1990-5,17.5,23.5,11.4,31.4(31),8.3(29),15.6,15.6,46.6,0.0,1.0,7.3
1990-6,17.6,22.2,12.8,30.8(25),9.6(03),16.6,17.6,68.8,0.0,1.0,4.7
1990-7,20.9,27.5,14.3,39.2(21),9.7(04),20.6,18.8,41.1,0.0,10.0,8.6
1990-8,21.7,27.9,15.5,35.7(23),10.8(18),20.4,21.8,46.5,0.0,6.0,7.8
1990-9,20.4,26.1,14.6,34.8(28),10.2(09),18.8,19.0,25.7,0.0,2.0,6.9
1990-10,16.7,22.1,11.2,28.8(02),5.4(10),14.9,19.4,117.7,1.0,0.0,4.7
1990-11,11.3,15.1,7.4,22.8(09),0.7(06),9.7,15.0,167.1,1.0,0.0,2.4
1990-12,6.9,11.3,2.4,20.8(29),-4.2(21),4.5,16.4,136.2,1.0,0.0,3.0
1990-13,15.0,20.3,9.6,39.2(21/jul),-4.2(21/dic),4.5,21.8,1024.8,6.0,20.0,5.3
