fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1986-1,9.5,13.4,5.6,18.6(18),2.3(14),7.1,9.7,312.1,2.0,0.0,2.0
1986-2,9.2,13.2,5.1,22.6(16),-4.2(11),5.5,10.7,112.2,0.0,0.0,2.8
1986-3,10.9,16.4,5.4,24.0(24),-0.6(09),11.0,10.8,93.9,0.0,0.0,4.1
1986-4,10.0,14.3,5.6,21.5(20),2.0(08),8.4,10.0,171.2,0.0,0.0,3.5
1986-5,15.7,21.8,9.6,33.0(17),3.3(01),15.0,14.2,34.5,0.0,1.0,6.4
1986-6,18.1,23.4,12.8,38.2(26),7.0(08),15.5,18.0,72.0,1.0,2.0,6.2
1986-7,20.2,25.8,14.5,34.3(28),10.4(01),19.7,19.4,13.6,0.0,4.0,6.1
1986-8,20.4,26.9,13.9,40.3(16),8.0(30),21.2,18.2,46.1,0.0,8.0,6.9
1986-9,19.4,24.5,14.2,33.2(13),9.6(02),15.5,20.4,85.5,0.0,3.0,4.6
1986-10,17.1,22.4,11.7,31.0(07),5.3(31),14.4,16.4,45.0,0.0,1.0,4.0
1986-11,11.9,17.3,6.5,22.2(01),0.2(28),12.2,14.6,99.1,0.0,0.0,4.2
1986-12,10.4,14.5,6.2,21.2(07),0.0(30),8.6,11.8,140.9,0.0,0.0,2.5
1986-13,14.4,19.5,9.3,40.3(16/ago),-4.2(11/feb),5.5,20.4,1226.1,3.0,19.0,4.4
1987-1,7.6,11.9,3.3,20.6(27),-2.5(08),3.6,11.3,106.3,0.0,0.0,2.8
1987-2,9.3,13.2,5.4,21.7(27),0.5(20),6.4,12.5,131.7,0.0,0.0,2.2
1987-3,11.0,16.3,5.6,25.6(06),-1.8(16),9.8,13.8,73.5,0.0,0.0,4.0
1987-4,14.8,20.6,8.9,30.1(23),2.3(01),13.1,17.3,57.9,0.0,1.0,6.0
1987-5,14.4,19.8,9.0,29.8(01),3.8(18),13.0,13.8,26.6,0.0,0.0,5.5
1987-6,17.7,23.1,12.2,35.6(28),7.0(17),14.8,17.4,107.9,1.0,2.0,6.4
1987-7,20.0,24.5,15.5,29.9(10),9.9(27),18.3,19.1,41.8,0.0,0.0,4.5
1987-8,21.5,27.2,15.7,33.2(30),11.2(26),23.1,20.6,30.5,0.0,6.0,6.0
1987-9,22.1,28.8,15.4,40.6(16),7.6(29),21.8,19.8,49.5,1.0,8.0,6.0
1987-10,16.6,21.8,11.4,28.1(04),5.6(22),14.7,16.8,118.7,1.0,0.0,2.9
1987-11,12.2,16.6,7.7,25.1(01),2.9(24),9.1,13.9,205.6,1.0,0.0,2.8
1987-12,12.4,16.7,8.0,23.7(17),1.6(01),9.9,19.0,31.8,0.0,0.0,3.1
1987-13,15.0,20.0,9.8,40.6(16/sep),-2.5(08/ene),3.6,20.6,981.8,4.0,17.0,4.4
