fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1979-1,4.7,8.0,1.4,10.8(19),-3.0(02),4.4,6.4,119.7,1.0,0.0,2.2
1979-2,6.0,9.5,2.5,17.8(09),-4.4(16),0.4,10.0,105.8,0.0,0.0,2.6
1979-3,7.4,11.6,3.1,20.0(13),-1.2(01),5.0,9.0,87.4,0.0,0.0,3.5
1979-4,8.6,12.6,4.5,19.4(09),0.0(05),7.8,9.6,120.5,0.0,0.0,4.1
1979-5,12.4,18.6,6.3,30.0(15),-1.8(07),9.2,14.0,47.8,0.0,1.0,6.4
1979-6,15.8,21.4,10.2,27.6(03),4.6(08),15.2,14.6,31.3,0.0,0.0,6.2
1979-7,18.8,25.6,12.0,33.6(26),6.0(04),17.4,16.2,41.9,0.0,8.0,8.8
1979-8,18.1,23.8,12.5,34.6(13),6.4(25),15.4,15.8,34.8,0.0,2.0,7.3
1979-9,17.1,23.2,11.0,32.8(05),4.2(24),10.0,16.0,69.5,0.0,3.0,5.8
1979-10,12.9,17.3,8.5,27.2(03),3.8(19),9.8,14.8,68.2,0.0,0.0,2.8
1979-11,,,,,,,,,,,
1979-12,,,,,,,,,,,
1979-13,,,,,,,,,,,
1980-1,,,,,,,,,,,
1980-2,,,,,,,,,,,
1980-3,7.8,12.1,3.5,25.2(31),-3.4(01),2.4,12.0,78.5,0.0,0.0,
1980-4,8.4,12.5,4.4,25.0(01),-0.8(11),8.4,8.6,61.6,1.0,0.0,
1980-5,10.9,15.3,6.5,24.6(11),1.6(24),10.0,13.4,101.5,0.0,0.0,4.1
1980-6,14.0,19.0,9.0,31.6(04),2.8(28),13.0,13.6,69.1,0.0,1.0,5.4
1980-7,16.2,23.2,9.2,32.6(24),4.8(13),14.2,14.6,45.6,0.0,4.0,7.7
1980-8,19.2,26.1,12.4,33.2(21),8.2(17),18.4,16.8,17.7,0.0,7.0,6.7
1980-9,18.3,25.4,11.1,32.2(02),6.2(10),17.4,17.8,29.5,0.0,6.0,6.7
1980-10,11.8,16.6,7.1,26.2(01),-0.2(20),9.2,12.2,153.3,1.0,0.0,3.6
1980-11,7.1,10.7,3.4,19.6(01),-2.0(14),1.4,7.8,84.9,0.0,0.0,3.2
1980-12,3.3,6.4,0.2,12.8(20),-7.2(09),-0.8,5.4,190.2,1.0,0.0,2.4
1980-13,,,,,,,,,,,
1981-1,4.4,7.9,0.8,12.6(28),-4.6(31),1.2,7.4,145.9,1.0,0.0,2.9
1981-2,3.7,7.9,-0.5,13.4(27),-4.6(01),0.4,6.4,62.1,0.0,0.0,3.7
1981-3,9.5,14.7,4.4,23.8(25),-2.6(19),7.8,13.2,60.6,0.0,0.0,3.8
1981-4,9.5,14.3,4.8,20.4(05),-0.6(19),6.2,12.0,84.2,0.0,0.0,3.9
1981-5,12.4,17.7,7.2,27.4(30),1.4(17),10.4,12.8,48.5,0.0,0.0,5.6
1981-6,16.3,22.8,9.7,34.2(15),4.8(29),12.8,15.2,23.2,0.0,4.0,8.6
1981-7,17.5,23.8,11.1,37.4(29),5.2(26),16.4,18.6,39.0,0.0,4.0,7.3
1981-8,18.5,24.6,12.4,33.8(15),7.2(11),18.4,16.8,18.0,0.0,3.0,6.3
1981-9,16.7,23.2,10.2,30.8(06),4.4(24),13.4,17.0,25.9,0.0,2.0,4.7
1981-10,13.3,18.2,8.4,25.6(17),2.6(30),9.2,14.4,93.4,1.0,0.0,4.0
1981-11,7.6,14.1,1.2,22.2(02),-3.8(11),8.2,7.4,19.4,0.0,0.0,4.7
1981-12,7.2,10.0,4.4,17.0(13),-0.6(26),4.4,11.0,135.7,1.0,0.0,1.6
1981-13,11.4,16.6,6.2,37.4(29/jul),-4.6(31/ene),0.4,18.6,755.9,3.0,13.0,4.8
