fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
1970-1,6.6,9.8,3.5,14.6(09),-6.4(07),2.6,8.4,127.2,0.0,0.0,2.4
1970-2,4.9,8.6,1.2,13.8(22),-7.0(28),0.6,7.2,136.4,1.0,0.0,3.8
1970-3,5.2,9.0,1.4,20.0(21),-4.0(12),1.6,9.2,55.2,0.0,0.0,3.8
1970-4,8.4,13.5,3.3,28.4(17),-2.6(06),5.6,9.2,37.4,0.0,0.0,5.9
1970-5,12.3,17.5,7.0,30.2(24),0.4(02),10.0,11.6,93.9,2.0,1.0,6.9
1970-6,17.5,23.2,11.7,29.4(03),6.2(21),17.6,16.8,52.1,0.0,0.0,7.6
1970-7,18.8,24.9,12.7,35.8(27),6.2(05),15.8,18.8,3.9,0.0,6.0,8.4
1970-8,19.6,25.4,13.7,33.2(26),6.0(24),17.2,18.6,63.0,0.0,6.0,7.6
1970-9,18.0,25.5,10.5,34.6(07),5.0(19),14.6,15.6,39.0,1.0,5.0,8.2
1970-10,10.8,17.0,4.7,26.0(06),-2.8(25),6.6,14.8,54.0,0.0,0.0,6.1
1970-11,10.5,14.7,6.4,21.6(02),1.2(15),8.4,13.0,50.9,0.0,0.0,4.0
1970-12,2.0,5.3,-1.3,14.4(11),-12.4(31),-2.2,8.6,70.1,0.0,0.0,2.6
1970-13,11.2,16.2,6.2,35.8(27/jul),-12.4(31/dic),-2.2,18.8,783.1,4.0,18.0,5.6
1971-1,3.1,7.3,-1.0,14.8(23),-20.8(04),-5.4,9.0,65.4,0.0,0.0,3.8
1971-2,4.8,9.9,-0.3,16.0(26),-6.4(26),3.0,6.6,52.9,0.0,0.0,4.9
1971-3,3.9,7.8,0.0,14.8(12),-7.4(08),0.4,6.4,116.6,1.0,0.0,4.4
1971-4,10.9,15.7,6.1,22.6(19),0.2(18),8.0,12.0,90.5,0.0,0.0,4.4
1971-5,12.2,16.3,8.1,23.4(06),0.2(04),9.2,12.6,151.4,1.0,0.0,4.1
1971-6,14.6,19.2,9.9,25.6(27),5.2(17),14.4,13.8,83.7,0.0,0.0,6.4
1971-7,19.9,26.3,13.4,34.6(30),8.2(21),17.2,16.4,58.7,0.0,10.0,8.1
1971-8,18.7,25.6,11.9,34.6(16),5.8(07),16.8,17.6,26.1,0.0,6.0,7.8
1971-9,16.4,23.1,9.6,32.2(03),0.2(17),15.6,16.8,15.7,0.0,6.0,6.6
1971-10,14.4,20.6,8.3,27.6(01),3.2(28),13.8,13.6,52.7,0.0,0.0,6.1
1971-11,5.6,9.1,2.2,19.4(04),-0.8(04),1.0,7.0,235.6,3.0,0.0,1.7
1971-12,4.8,7.9,1.7,14.0(20),-5.2(15),0.2,6.0,74.6,0.0,0.0,2.7
1971-13,10.8,15.7,5.8,34.6(30/jul),-20.8(04/ene),-5.4,17.6,1023.9,5.0,22.0,5.1
1972-1,3.4,6.9,-0.1,11.4(11),-5.0(24),3.0,4.6,165.7,0.0,0.0,3.1
1972-2,5.8,9.6,1.9,13.0(07),-1.8(15),4.0,6.2,115.0,0.0,0.0,3.1
1972-3,8.1,12.5,3.6,20.0(30),-0.2(22),4.8,7.8,64.7,0.0,0.0,4.9
1972-4,8.4,12.1,4.6,22.0(29),0.0(29),4.6,8.6,98.8,0.0,0.0,4.3
1972-5,10.7,15.6,5.8,26.4(25),0.2(05),7.4,11.6,154.6,1.0,0.0,
1972-6,13.4,18.6,8.2,30.4(25),2.2(06),10.4,13.2,104.5,1.0,1.0,6.0
1972-7,17.4,23.2,11.6,29.6(04),5.6(13),14.4,17.0,30.7,0.0,0.0,8.1
1972-8,16.9,22.2,11.6,32.4(05),5.4(04),15.6,16.2,86.9,0.0,3.0,7.4
1972-9,13.2,18.7,7.7,24.2(08),-0.2(28),10.8,15.4,68.8,0.0,0.0,5.1
1972-10,12.1,17.0,7.1,22.4(08),1.2(23),8.6,14.8,70.2,0.0,0.0,4.8
1972-11,9.2,12.9,5.5,18.2(04),-4.2(27),5.6,11.2,27.1,0.0,0.0,3.3
1972-12,5.2,8.6,1.8,13.4(02),-4.4(24),2.6,8.0,75.9,0.0,0.0,3.0
1972-13,10.3,14.8,5.8,32.4(05/ago),-5.0(24/ene),2.6,17.0,1062.9,2.0,4.0,
