fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
2000-1,3.1,7.5,-1.4,16.0(31),-7.0(26),3.2,2.6,20.5,0.0,0.0,3.3
2000-2,7.7,13.4,1.9,19.6(27),-3.6(13),7.8,8.2,32.7,0.0,0.0,4.1
2000-3,8.0,14.1,1.8,21.8(09),-2.0(06),5.5,8.8,43.8,0.0,0.0,5.4
2000-4,10.0,14.8,5.2,22.6(25),-1.4(07),7.8,11.4,88.1,0.0,0.0,4.4
2000-5,14.4,21.3,7.5,28.6(15),2.7(23),14.5,14.2,56.8,0.0,0.0,6.0
2000-6,17.0,24.4,9.6,32.7(17),2.3(07),13.2,18.7,22.3,0.0,8.0,8.2
2000-7,18.3,25.8,10.7,35.2(31),7.2(17),17.6,16.3,45.0,0.0,4.0,8.8
2000-8,18.9,26.2,11.7,35.6(10),6.6(22),18.3,17.2,45.6,1.0,8.0,7.1
2000-9,17.0,24.6,9.4,32.7(10),3.6(21),15.8,13.8,24.7,0.0,5.0,6.9
2000-10,12.0,17.3,6.7,23.4(04),-0.6(08),12.0,12.8,113.0,0.0,0.0,4.3
2000-11,8.0,12.2,3.7,16.8(27),-3.0(15),7.0,10.2,108.9,0.0,0.0,3.3
2000-12,8.4,11.8,5.0,20.3(07),-2.1(17),8.4,11.2,50.2,0.0,0.0,2.5
2000-13,11.9,17.8,6.0,35.6(10/ago),-7.0(26/ene),3.2,18.7,651.6,1.0,25.0,5.4
2001-1,7.1,10.2,3.9,18.7(05),-1.0(21),5.6,9.4,131.3,1.0,0.0,2.4
2001-2,6.3,10.7,1.9,19.5(12),-3.8(26),4.7,9.8,16.7,0.0,0.0,4.4
2001-3,11.7,16.4,6.9,25.4(23),-1.2(01),8.3,14.6,92.6,0.0,0.0,4.3
2001-4,9.4,14.9,3.8,22.6(01),-2.4(15),6.7,10.0,55.3,0.0,0.0,5.5
2001-5,13.4,20.0,6.8,33.0(28),0.5(01),9.0,12.8,12.9,0.0,4.0,7.3
2001-6,16.9,24.7,9.0,37.4(25),4.2(28),16.0,14.4,8.2,0.0,6.0,8.7
2001-7,18.2,24.4,12.0,33.2(02),7.0(07),16.0,18.0,80.3,0.0,4.0,6.9
2001-8,20.6,27.6,13.5,36.0(24),7.2(05),19.0,18.2,9.0,0.0,11.0,7.1
2001-9,14.6,21.0,8.1,26.2(02),1.7(19),14.4,14.1,19.9,0.0,0.0,5.7
2001-10,15.0,21.2,8.9,27.6(02),1.7(25),16.3,16.6,44.3,0.0,0.0,6.1
2001-11,6.1,10.1,2.1,18.9(03),-1.6(23),4.0,7.4,120.2,1.0,0.0,3.0
2001-12,2.1,7.4,-3.2,13.6(07),-11.5(25),-0.1,5.2,14.4,0.0,0.0,4.1
2001-13,11.8,17.4,6.1,37.4(25/jun),-11.5(25/dic),-0.1,18.2,605.1,2.0,25.0,5.5
2002-1,6.4,10.8,1.9,16.4(28),-3.0(11),6.0,6.8,35.4,0.0,0.0,3.6
2002-2,7.7,12.2,3.2,17.9(13),-1.5(04),4.5,8.2,55.8,0.0,0.0,3.8
2002-3,9.4,15.2,3.4,24.0(21),-2.4(26),7.3,10.5,13.7,0.0,0.0,4.9
2002-4,9.7,16.2,3.1,25.4(30),-2.0(05),5.9,7.6,39.9,0.0,0.0,6.2
2002-5,12.3,18.4,6.2,30.0(31),0.6(02),10.2,11.0,87.2,0.0,1.0,6.1
2002-6,16.8,23.2,10.5,34.4(17),3.5(07),13.9,15.5,53.1,0.0,6.0,6.3
2002-7,17.3,24.2,10.2,34.8(19),4.6(05),18.8,17.0,14.1,0.0,4.0,7.2
2002-8,17.7,23.1,12.2,34.3(14),5.9(02),16.9,17.4,68.9,0.0,4.0,5.5
2002-9,15.8,23.0,8.6,28.2(02),0.2(26),15.0,15.4,16.9,0.0,0.0,6.8
2002-10,13.4,18.7,8.1,22.6(07),0.4(18),12.4,14.6,65.1,0.0,0.0,4.3
2002-11,9.6,13.6,5.6,19.8(02),0.0(24),9.4,9.6,95.1,0.0,0.0,3.6
2002-12,8.2,11.2,5.2,16.6(22),-1.7(13),6.4,12.9,137.1,1.0,0.0,2.4
2002-13,12.0,17.5,6.5,34.8(19/jul),-3.0(11/ene),4.5,17.4,682.3,1.0,15.0,5.1
