fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
2021-1,4.9,8.7,1.2,17.6(29),-6.9(08),-1.3,9.6,78.1,0.0,0.0,2.5
2021-2,9.3,13.8,4.7,19.0(19),0.5(23),8.6,11.0,47.8,0.0,0.0,3.9
2021-3,8.5,13.9,3.0,23.2(31),-4.5(10),6.5,9.6,29.4,0.0,0.0,5.2
2021-4,9.7,15.4,3.9,21.8(02),-2.4(16),9.5,10.2,51.5,0.0,0.0,5.4
2021-5,13.0,20.0,5.9,29.6(31),1.0(02),12.6,12.6,80.8,1.0,0.0,7.1
2021-6,17.1,23.3,10.8,33.1(13),5.2(28),13.8,16.4,73.4,0.0,1.0,6.9
2021-7,19.0,25.8,12.1,36.7(22),6.0(09),16.4,18.4,2.2,0.0,7.0,7.7
2021-8,19.3,26.6,12.1,37.1(14),6.7(02),19.9,17.9,13.4,0.0,8.0,7.8
2021-9,18.5,24.5,12.4,34.0(06),7.4(30),17.5,19.8,54.9,0.0,4.0,5.2
2021-10,12.3,19.6,5.0,24.7(20),-1.2(24),14.4,12.0,26.7,0.0,0.0,5.7
2021-11,7.3,10.6,4.0,16.6(02),-1.0(19),4.0,9.4,174.8,2.0,0.0,2.5
2021-12,6.7,10.3,3.0,18.8(31),-0.6(17),3.5,10.2,194.6,2.0,0.0,3.0
2021-13,12.1,17.7,6.5,37.1(14/ago),-6.9(08/ene),-1.3,19.8,827.6,5.0,20.0,5.2
2022-1,4.9,10.6,-0.8,17.5(02),-5.8(27),4.8,8.4,80.4,1.0,0.0,5.0
2022-2,6.7,13.1,0.2,18.4(18),-4.4(26),7.7,6.6,10.9,0.0,0.0,5.1
2022-3,8.7,13.0,4.3,18.8(01),-0.7(01),7.8,12.0,51.9,0.0,0.0,3.0
2022-4,9.8,15.4,4.2,22.8(26),-3.9(05),5.1,10.4,76.2,0.0,0.0,5.6
2022-5,16.0,23.2,8.8,32.1(21),1.0(06),13.9,15.2,10.5,0.0,3.0,7.8
2022-6,19.5,26.7,12.2,39.4(18),4.6(28),15.9,19.3,15.5,0.0,8.0,7.7
2022-7,21.0,29.3,12.6,40.2(17),4.0(01),20.1,17.0,2.5,0.0,13.0,8.9
2022-8,22.2,30.0,14.5,38.5(12),9.4(17),20.5,18.8,3.9,0.0,15.0,8.4
2022-9,17.2,24.8,9.5,34.5(11),2.5(22),15.0,20.2,17.9,0.0,6.0,6.6
2022-10,17.4,24.3,10.5,28.1(05),5.0(01),19.0,15.0,31.9,0.0,0.0,5.3
2022-11,9.9,15.2,4.5,20.5(17),-0.7(27),8.0,11.2,75.7,0.0,0.0,3.5
2022-12,8.8,12.4,5.1,18.8(31),-1.2(05),5.5,12.9,28.6,0.0,0.0,2.9
2022-13,13.5,19.8,7.1,40.2(17/jul),-5.8(27/ene),4.8,20.2,405.9,1.0,45.0,5.8
