fecha,tm_mes,tm_max,tm_min,ta_max,ta_min,ti_max,ts_min,p_mes,np_300,nt_30,inso
2003-1,5.2,8.3,1.9,15.5(02),-5.0(15),0.8,10.6,138.8,1.0,0.0,2.4
2003-2,4.9,8.5,1.3,14.1(23),-6.2(18),1.5,8.2,99.1,1.0,0.0,2.4
2003-3,10.5,16.9,4.0,22.0(13),-3.3(18),11.0,9.5,27.7,0.0,0.0,6.0
2003-4,11.0,17.0,5.0,26.8(28),-1.7(08),8.4,10.6,34.3,0.0,0.0,6.2
2003-5,13.4,20.6,6.2,31.5(30),0.6(03),9.6,14.0,69.3,1.0,3.0,8.3
2003-6,20.6,27.5,13.6,37.0(22),9.6(02),18.1,16.5,33.9,0.0,12.0,7.4
2003-7,20.0,26.7,13.3,35.5(12),7.6(17),19.4,17.6,11.1,0.0,9.0,8.7
2003-8,23.2,30.9,15.5,38.0(04),8.8(01),20.8,23.2,24.8,0.0,17.0,8.4
2003-9,17.4,23.3,11.3,29.7(17),5.8(25),17.5,16.5,31.5,0.0,0.0,5.7
2003-10,12.0,16.3,7.6,23.8(01),-0.9(24),8.4,13.5,83.2,0.0,0.0,3.4
2003-11,9.0,13.9,4.1,18.8(05),-2.8(18),9.0,11.2,67.2,0.0,0.0,3.4
2003-12,6.2,9.7,2.6,13.4(13),-2.4(16),5.5,7.0,89.0,0.0,0.0,2.4
2003-13,12.8,18.3,7.2,38.0(04/ago),-6.2(18/feb),0.8,23.2,709.9,3.0,41.0,5.4
2004-1,6.7,10.2,3.2,16.0(11),-3.5(29),4.3,11.6,111.5,0.0,0.0,1.7
2004-2,4.7,9.5,-0.1,17.7(05),-4.4(11),1.1,4.5,81.4,0.0,0.0,3.9
2004-3,5.8,11.0,0.6,20.1(16),-9.2(03),3.5,6.6,97.4,0.0,0.0,3.8
2004-4,8.8,13.8,3.8,22.6(26),-1.4(08),6.4,10.0,58.7,0.0,0.0,5.0
2004-5,12.9,18.7,6.9,28.3(19),2.2(07),11.6,11.6,31.9,0.0,0.0,6.7
2004-6,18.7,25.7,11.8,34.5(26),8.0(04),16.2,16.4,9.2,0.0,5.0,8.9
2004-7,18.8,25.6,12.0,35.4(31),5.5(12),18.0,18.0,49.5,1.0,7.0,8.1
2004-8,19.9,26.6,13.2,34.5(15),7.0(27),20.1,18.3,44.1,0.0,6.0,8.2
2004-9,17.4,23.2,11.5,32.8(05),4.4(17),16.9,19.2,107.0,1.0,1.0,6.1
2004-10,14.4,19.4,9.4,29.3(04),3.0(13),11.7,15.2,35.9,0.0,0.0,4.6
2004-11,7.0,10.2,3.7,16.9(03),-1.4(18),5.5,9.5,80.3,0.0,0.0,2.5
2004-12,5.7,8.4,2.9,13.5(13),-1.2(27),2.6,7.3,113.1,0.0,0.0,1.3
2004-13,11.7,16.9,6.6,35.4(31/jul),-9.2(03/mar),1.1,19.2,820.0,2.0,19.0,5.1
2005-1,3.9,7.4,0.4,14.0(14),-5.2(28),-1.5,7.9,53.1,0.0,0.0,3.1
2005-2,2.4,6.3,-1.6,13.8(11),-8.2(23),-1.5,3.8,95.9,0.0,0.0,3.6
2005-3,7.6,14.5,0.7,24.0(20),-9.0(01),2.3,11.5,48.1,1.0,0.0,6.4
2005-4,10.6,16.2,5.0,28.2(29),0.6(08),5.0,13.6,99.0,0.0,0.0,5.5
2005-5,14.8,21.3,8.3,30.7(27),1.4(07),12.0,12.2,73.5,1.0,2.0,7.6
2005-6,18.9,26.8,11.0,36.0(27),4.2(05),16.6,17.8,25.1,0.0,9.0,9.2
2005-7,19.2,26.9,11.5,36.2(14),5.8(05),17.8,17.8,1.6,0.0,10.0,9.6
2005-8,18.2,25.2,11.1,32.6(30),5.0(24),17.0,16.8,23.0,0.0,5.0,8.1
2005-9,16.3,23.3,9.3,34.6(03),0.8(20),15.0,15.8,19.7,0.0,3.0,6.9
2005-10,14.1,19.8,8.3,25.5(09),1.5(05),13.0,14.2,99.7,1.0,0.0,5.9
2005-11,7.1,11.0,3.1,18.3(02),-1.4(26),1.6,11.2,142.7,0.0,0.0,3.3
2005-12,3.2,6.5,-0.3,13.0(30),-8.0(25),-0.4,6.5,94.7,1.0,0.0,2.1
2005-13,11.4,17.1,5.6,36.2(14/jul),-9.0(01/mar),-1.5,17.8,776.1,4.0,29.0,5.9
